user_id:ID(users),name,review_count,fans
ZgHvNVWDhZPKifbcVLMFeg,Sean,9,1
NAv6mVQNnYAwQJ9xi7YwNg,Rick,14,0
rNEl1df_dz59DcjFafOaNw,Maribelis,14,2
2Dvop8kj21dJLkTXCySgtQ,Ryan,37,1
LYDb1-rtaOZiLn7kEU1lew,Audrey,222,8
mh6MyWAtPkkTqN1_N3rZWQ,Angela,20,1
dOReBpsCehuVvgfsK-tnWg,Mike,7,1
hic2qBqu5dMz8hxNg7-k8A,Christina,11,2
KcZPV3-k7zvuWmlXDFls2Q,Thomas,3,0
gn0Y0qbOs5HrBSEztAZTVA,J,69,0
mML9yB3nTNa7BpilshbsFg,Dave,34,4
nOhphhF3qso84gUT6XY0YQ,Marty,138,4
o9NFUx9XDy65nJj48W9zvw,Tyler,97,6
ki0qSHmHNgUjKPRzYDTPow,Erica,128,3
DxwNdmVokPM9QYJYhkVZ2A,Sandra,18,0
kEpEW-63imV3vuxr1vlNNg,Kathy,128,3
LTBOXxfz9q9mf-nle76-Fw,Marc,428,9
bgLdEUxP2RUSP7YXSEx33g,NaRhee,12,1
B6VMjOG27kzheD9tYCTE0g,Jake,2,1
4xJOdXrPjOkLE0g1fIH7lg,Kk,11,0
rmQnwbXnCINO0LBEe0ir2A,Chris,1029,161
AauCXwEI1lXy2bou7tlDMw,Joel,44,1
3RX7CPe-7H-ZI-cY7S6_tw,Elana,55,2
9sRs-Xo8FGx2136F9soVbg,Jason,5,0
tz4HqrRJgeKPhb1Ag0D59g,Linda,3,0
oFaQVxVV45AD3wlyACd4eA,Erika,13,0
m_xqgh7Cl6ZjSaYhedCJtA,Pam,176,9
hY96-Jt8DbhlTyYwGHziEw,Jamie,603,29
fiZ90Nx2bMjGpkf6P-UqgQ,Tom,48,0
qkB45kPHlCYmIo1uKVMufg,Colby,174,11
QFM1R08njpc4-HG6KsrWJg,KC,623,10
E4eRV_QCQbpNaz_dzoYpTA,Daniel,388,8
0ymDiXSbvjyqA0VOWl4-KA,Adrienne,288,201
IGvflzg-Vh1J4_EeSqFb6w,Joseph,17,1
dmlP1J90ElXmDj4n_9woQw,Sarah,9,0
6AI8lK1tnlOjoWF0qpLyog,Brittany,7,0
Z8cmzi3a1tc1Z5RM9PANiw,Tim,82,3
QgjtK19kGS-Ar4k-xOl1xQ,Tim,21,0
t58bfs5ayOUXQEsgWn1XmA,Ken,550,55
oLhT4igDTpiaruqWlRWdyA,Shannon P.,11,0
uF6PgE4OyTHtuqDVEFPsYw,Lori,28,1
l7vAdynjM833XX7-0k3IMw,Jeff,5,1
fDNdtaAm91SExEsmgGt2FQ,L,353,1
0jRBTWUUiPUzLwAIWOjocA,Rick,146,4
drEVkMEm5D3XCKaL35GNVA,Heather,3,0
KeKrEqKXH-0HiBk8WuHFoA,Robert,43,1
VPGWBEyK-URTIyyK2Lmraw,Kevin,39,1
ot0RSm8c95rg1J0MLdE_Pg,Kevin,32,1
ukAPebqSe4pxb8oH_oKx2g,Scott,150,1
LHsCa_aVta4UbbrcL4hE5A,David,1347,93
XfhYfi3Mr-p-wEwsSRZaQw,Emily,82,2
kXP0scOkuhD7c3m35xurjA,Alisa,54,0
qfxoQz50vSvuJBSExCuR9Q,Joan,24,0
zqX7cyQoHdfaXydTDRfrFg,Janet,54,3
OKIEv9GEK94R2hCoZlh4vw,Emma,160,20
F_JqtnNfsTc5PytKmnMP8A,Heidi,13,1
sxUwgPqLRQfFma0XnIjaPQ,Derek,398,30
dTiM6iefWMajcaBoFBcGDg,Sidoe,5,0
Y5PsMqkwmBnOObPBmt4m0g,Amy,110,3
TNSTN8QUXT_QIZ6OaXrfxg,Carley,15,0
huKTj2ppier7oOIsdi2wgg,R,114,2
fubCz-Wgiyg5suwVQVtlPQ,Chris,4,0
xHStRHAWJIa8Gq_Y9mBosQ,Frank,77,3
o9POPP8DoKMs1iz48mAeJA,Paul,36,1
N6LeUJGpsS3vP5Rtz1TtKA,Tim,474,15
LCWZTuyd0QX80G9KuJcQcw,Andrew,6,1
Vij4cJxKTczB15pf68_tqg,Cheryl,76,1
Kmj2eaVld0g1bfX8Dte3Dg,Henry,2,0
0fE68C9XSxQHNZtSHQucUw,Papem,28,1
FgMkYedIpiTjcv-loZITEA,Alan,5,0
eeUtUOk5ivYk2EN2vyL_Lw,Valerie,12,2
5xwCn2q1j-zETx9YAEGS-Q,Ed,46,0
EynC3vLN_r8B02DJvVHHDw,Holly,130,4
dwKEOjAZVEFmR6SGf6BVGQ,Ben,65,0
wT-fc-N-Qo1agd70SLvsvQ,Von,149,2
caJvg1AKjGNeE38B3938zg,N,19,0
mgR2aJyYSOJhMdJUCKRhKg,Tina,127,12
hXP-YEnrxPSqysGSS2-kNA,Karen,6,0
ehZ78NiepGaiLGd7f-rbvg,Angela,10,0
JmFZjWox_BONHU3F9q539Q,Mr.,9,0
V-eD5ediQoCnKb6PtfFNlA,Jennifer,56,2
xzFBtOjuJfV0YK161vAwcA,Jen,14,0
pyySLI0iM_YkeBuxrqZbKQ,Twig,1,0
uApqsUBQPUlEOWA4VokfNw,Yisi,157,12
d6gkDAgt4CaeF-zwZoGmrg,Michael,98,5
dJ8xl2f99xhfZwnEBl_QEg,Mark,395,35
AOmX4fALUHgDiZDHmHuMnA,Linette,7,1
Qwbv8sWWT0u3PJVC1H-Q4A,Amanda,1,0
Gp_chO4Vf493UsBwAbxoig,Patty,5,0
QHSzMdzsB9X-bs6a_Q8YxA,Anita,10,0
U7TqaIqpSSPf789AXNSFDQ,Irene,132,40
wX6Q7V6HZX8jeCuXnLKK_g,Sean,1,0
wt71G_T1SkE9p1b8u_zWkg,Joanne,5,0
vKb4J3KqOE2GFXxvEs7J_g,Doubleocean,14,0
3-UvNjhXsjaCmreg4ew5JQ,Pamela,11,0
41W_1yXMUbd_x44BpBbSrA,Michael,7,1
QRN-yAxnzXMa0zVH_k-6dg,Helen,129,24
brCn2W6EReqru9cWII42fA,Anais,38,0
k7nGWn4eZatQtEeVdqSgoA,Lucy,837,16
UQoG89WUP-IUAt7Xo5Or7w,David,13,0
VZPhSOMmruVJEgNnIxZTRQ,Erik,37,0
uY8vLkhiTGDZfX7Lti3t6Q,Gary,13,0
lzAW2hPy67tfWg7CHWgZcg,Karla,10,1
sV-szMF3EbtBzaHj9lCV6w,Sharon,11,0
YZ6b5-nZYzHRdK8dNbDP6Q,Dana,60,4
edsduTu4medMMM33wUstkw,Jodi,151,8
_3MS5a4Baa9i3DqYVgioZQ,Richie,299,11
vrzqpE2ferT5uLtAM4lcxQ,Sasha,28,2
oEhDl4PjZwBiBW_jItC60g,Michelle,28,2
rXIl0Un89K9T0ZKawSi8kw,Samantha,5,0
oKh_N0Yaeojg6GOSsJNmJg,Brielle,62,1
yjonqM2ePP1BRWS5QjDfGQ,Jaimie,28,2
9BHcXgu7sC4O6e0Ut5xaLw,Keri,74,3
_j-xNDXLWgKANTYUWW5tBQ,Tim,35,2
7X2qXih4-vi-P1nU84kT4g,Marie,6,0
RmzuP-5uPdI1bDpUe20oPw,Atanu,27,1
j5IYGTRJ56S2bqObi9onBg,E. Anne,29,0
cFw_PVNvzecqe_3qvoSsUA,Dan,72,1
FbzIjP59GbwOpPfEHhcU3w,Jessica,168,8
2mTwjnVkKC_9WIadiCQAww,Allison,168,5
WAXlEw2RJGrDCM_UoEdngA,Susan,46,1
gq5ZsWpoiaXgAOzxl97bHw,Lan,4,0
TBzmccu2GURLND8ORF7btw,Will,7,0
va8mh2kuQkpjKRXy1n4ByQ,Rahul,497,18
DMEHmNQQVnYsbDWISFnvxg,ed,9,0
aVQnEoBiWTuPOtrLxW1AAw,Jef,42,2
eCy43X201JNHYKbPDN8xpA,Hoyman,296,47
rPHgJBh7ESh_RTpndQuaiA,Jose,40,0
v5IZ5n3Qe7aV8EulqLn7Cg,Aliza,5,0
g-EynTcuFjYKASqQAWMicA,Mike,178,7
XWCAqEwHl0oAagPDyf4AOg,Gia,4,0
mMdwTz63trHVSV8BJNO3pQ,Loren,121,3
z9rIIkAKu9d8Govi786jug,Anupa,2,0
Kz_g-Yl3LPipDE2wopgZ_w,Jana,369,38
v9NmAaTYhlR9fcJ-vckFXg,Maureen,49,4
L68APbwKIwAI8aK9k6RY0Q,Heather,8,0
Okfoiqq9ZaPhZKMMLG2GZA,Erin,9,0
u0w4GMprgbe3oUKrztf-2Q,Kate,5,0
sgwnFubnNevJtwRMgTOIpw,Daniel,22,2
Zz_pmK4WVula5MucKfTtAA,N,10,0
YG82GCCh0g9P98Wh1hycBg,Robert,303,10
hl2_Gk2g0Nd2aRjTizHLSQ,Kim,96,6
KuEllVZz_Cn74CQ6yqnHyQ,Kevin,11,0
2QSe_cnLQdJe85wgZdF5fA,Tiffany,19,0
aMRG6O3IrZG6vcOORqY7MA,Scott,18,3
uI-j1x0XV9aqZmROu1vZrA,Cheryl,66,2
966-nATD-pDN3RnEe9W60Q,Olushola,10,0
BaSZeUS1ONYqxJW9V3IPPQ,Mike,134,3
IB-Lc7K-gvC5ktWqzX4m9g,Mike,64,2
UM4IlgTxraIR06dF5ZV_0g,Maria,9,0
lLsPNdS-YYRNuNZh9HOguw,Sue,5,0
uJwgXy4yhv5wQ8gg8bn-2w,David,5,0
gBVYqOzjPeXIvu5ftYrB3A,Steve,4,0
0Ot57H_CSEBLgMQpZ-nb7g,Noel,8,0
E2sldQuuc9RltTOfBmLOlQ,Patrick,51,0
UamEyWiZHLCCphGzfVhXrQ,Stephanie,42,3
bec3_j4w_ugRzXEJqfti-w,John,73,5
bD8aza_8Myqxpi9C2M1apA,Barbara,25,1
jjobD3B6DxuzTIdwxVjqig,Mr.,144,5
iAM_O0FcWd-pOGRxKcIg0w,Jonathan,20,0
kyiTnxR9oqcWPiU3JnYHUQ,Daryl,458,16
BZvnvQCVjztyVyAIL4QYkg,Ron,51,0
fFhDgly4OKyBebpBCnmPkw,Jaslynn,7,0
nnTMO4_U3P6_FbdRopA-tQ,Kristen,8,0
vwO493zSzzY4xClSbeJUvw,Sanjna,378,35
Rp3S5s7lLSeNBGbZjUNVIQ,Benjamin,16,1
RTWN_CvAgkZV_fiefAjrog,Alex,105,0
yvjPeJrwuON1a9fx7emmgg,Mattie,8,0
qjX5HMCIG3T_CahlAep93A,Kelly,77,2
tqb2adKZEP-drPYndbCxLA,Geoff,38,1
vLsNkiz6TXXVFfxQxi3oSA,Wellington,17,0
alDAC4Lasm-8Wn8HDZULPQ,Jessica,18,1
ET_Y-OeNxvSyTJAxJfE90g,James,526,90
BYwH17KJcxkBAR0Ipe2Twg,Tynisha,171,44
_TlCOy3vd3sZNg0us26vpw,Yvette,5,0
l5ORceM9Ekez_0MrCv4uJA,Nancy,2,0
lzKI888rUWQIzv07GFqi2Q,Ashley,46,2
QEo5t5atmY40ZNyh7HgdrA,Michael,215,16
1PaEnmMlndFCKAMfXknW7A,Anne,60,1
LSU4OOgrYRXCXuau7FWI3A,Torray,10,0
igCAaTUPKDdDqwuf3OdDdg,Zachery,20,0
g02rrzwZpzjT68jLx5qYQQ,Stan,98,3
sSanWbD2fT7GMyTtQsFChQ,Sabrina,5,0
hNGz9fv9umIakBBQF7OfoA,Edward,9,0
9pMmh44bzcrCqZfjdKiPyA,D,68,0
Er_KhBFlvgPIe-Nv3UdJ9Q,Vicki,2,0
HiovPa6gk-c2629hzUoFwA,Calvin,1,0
B062MX0sOF_9Hnf2Gq7xgQ,Pat,119,2
30mC5oFzFGuljnVTqwlLIg,N.,462,5
mCvROZze_iqql0D5PxLhlw,Olga,17,0
AMz3mlA-9OJEVh90s6IEmw,Marlene,19,0
NulTypMC0_OkFjoLqufzJw,Robin,23,0
ilPoIVCrrdmZWrk28Tqsbw,Becca,9,0
aMvvQKIQgYDCJfiGDU4QSw,Sheri,221,15
07vQgGIcsbZ0TwzbJHFmQg,Jason,3,0
MbqPBXLy_q9mrgwiTsIuvQ,Suman,10,0
qRUSzHSMW-mNI4cAvCsRpQ,Ross,35,3
1oRKm8BAvZtGB9o_azZdRA,Alicia,34,1
MAylQu0RhAFmFu9yMOhPiA,Sarah,7,0
IFkSQLXXTMACoWirAYI1jw,Jeff,1085,95
joFAJDSxQpFd_uBbUi-grA,Michelle,595,96
83KrSnSXC1xb0hKBq1v8dg,Stephani,30,2
w00WkjZRmorG14199vLF7g,Shekhar,19,0
6b8jWB_nryR3d7fClIdA8A,Shay,414,47
ZSay_c-P-5itDORAZeDFkg,Stephanie,98,1
z52SYttehFG7T2m2G_WByg,Rick,56,0
SmR_vOjxOxNf5kN8YR1Gsg,Johnathan,9,0
JqiPzzAsHARNcNNFb-CXaA,Elianne,33,1
kPpkgvT1S12xYoaZ72BgXA,Jackie,50,4
JaGMcD5MD4tCfblBfRZBuA,Christian,1310,50
j-YcaMAZ169_dEtEjLx8Kw,David,16,0
m5Z1k26S1j7cXj9-U6TVDA,Ariane,29,2
ny3Mu_D12DdeETCgQEoCxw,John,21,0
W8UV5KnXhvxYhbkxuXVSXQ,Sue,258,9
rWmxmNoPT6EuhcNATV--Vg,Chris,27,0
y1QWzkEDRdESunP15LaURg,Mary,16,0
wAXC_Ut7ohO2KlyUmpKOpQ,Jodi,7,1
boCbeY217g8KIrg-yt8q9Q,Hana,17,0
I9LtW4ALhZAZAZuWxcC7cA,Alex,35,0
T35s6eNwI2VczqUuempSGw,Michael,20,0
M7YgQfTG_ccotQ4LrkYxSw,Jessica,12,1
fOgocGDMNZrIYVMSKdzENQ,Matt,27,1
54eQFnTAxEPKIwtJRLpQuQ,Charitee,8,0
zJbu5rlYtONPcmkvVfKRqg,Lisa,22,0
341niwmYg9MF_BxiTKzppA,Rocky,4,0
S_1ByaTc3gBPAo0b7TCHpw,Alex,4,0
Xy5gjFp3H12Cv-xrWK-97g,Amy,6,0
Ck5tV5SykEBSEAM1FNGWAg,Brandon,7,0
Of7Quy0WcdFBrsbvGMDLqQ,Gillian,14,1
bE-DArCb5r0PRfPmY0vvzA,Eric,40,0
94Gh-uRRLk3c6NvqlBp9wQ,Mingrui,6,1
PzkRjiUWK4RPOfEHCYzQEw,Robin,6,0
ByG-5DhuxHsvFWrP9q3ChQ,Megan,6,1
P1DtAF-xnk1uAv1HWiNPPQ,Nikki,37,0
ydp_QRPKUcWSFdw94UZ7rQ,C,47,2
Zp8ZzkL8DpRqS_Gv0gNRCA,Jennifer,5,0
VOqETvxgfvN1PydWbR_AKw,Evan,45,3
JCkWbPzjVnS9_dXRD82EMw,Cindy,31,2
1EymO1V6LGb1a4qEChlPxw,Zach,35,1
nRZ6KpQWwNjGatwnp_xi-g,Sharon,32,0
X-E5qhvr6zngieHvKTPydg,Roy,4,0
SfN7jh5KW2WhmNnQtUMlFQ,Chris,197,4
spxPRh3OW30CYqSHzpxXwg,Lizzy,16,1
FlecoJsbia0Jr2jFkEigBQ,Chris,54,2
xg5GCHjo-bOSP4L3zNP-8A,Holly,36,1
ooAgMDw9n8gsKnbbpPXgwA,Christina,11,0
P4-OHdiwcN_Aqn3ylKmDlA,Nikhil,5,0
ldNRLWm04CuBv_L0xR_TJg,Gracie,64,7
xM631oRaC4OkTTXyWKL91w,Maggie,27,4
zzYF64kl9es4c16fv68OIQ,Mike,277,1
vInc9dkN5DzbmMQIMaaKcw,Chris,11,0
DymdF2P_fOpDA1o06F0UpQ,A,473,16
YNR4s0WXBjRkTIlQgooKYA,Patrick,10,0
v2UfhkSLfRKykW72ZyQBmQ,Nikki,20,0
GkE5ssiGzOTwqPwMaT_pBw,Brian,15,0
RMlnIKv29QoI5b--Lu93MA,Toby,279,9
9FFbT_9oAES_8AzbzIn0Fw,Rose,180,4
kaOazHzKMZQIiR1aAw8M1w,Jarod,19,3
y0T7Kscz80wd1zbJnCqTvA,Kris,4,0
FI87kNj8UDSSnmhwXsRnjQ,Ivan,260,52
eGKfrs8wRKcLVfUAD6WxOw,Jenn,50,1
eh-U66G5Bbo2tLww2DmD8g,J,48,1
yQ0lEVL96PZaYKKYu3fRig,Sarah,63,5
RKe9JUlYGqsuONRxc8y10Q,Shams,212,11
DYUlyPeZDy0za8riWFR3wA,Brian,20,0
3j3EHZ9KM314f_Jhb-UzAA,Taylor,122,9
jlYsanTOw5FlaByJZL-ECQ,Andre,91,7
E6-2TIuwxO1hRkjuojh_bw,Clarissa,203,4
KoV9KP8_pKwZdtWVcGMhbg,George,48,0
xEd3_h7N3hwuBb9vYTCupg,Andrea,7,0
cEGr37GKXGAvZa_IzQFjdw,Sir Chalky,142,0
Gj72c4yAPPuRWyT_XLo2Pg,Lilly,5,0
Kr9TN6iJqXjAFLfQApTjdQ,Cynthia,625,24
5YRduWif_YyMwNQSFcIALA,Melissa,66,5
YM7VZqpu1vsIx_-OOFCYqQ,Kristina,28,2
wvr_AOEELJRmA1h3UCo6Hw,Kam,26,2
17UDfy2fshNqv4Z8qpPN_w,Joe,2,0
_qu7r6CKhu-c-DeSHxVJBQ,Kethrellan,12,0
9KqSw3t_8rrPKIezynQgSg,Jules,321,189
49GlLnhi2d8YbbR6tzDFUQ,Muyuan,38,2
e3Q_YeEZz2vzxkZBauX8-w,Nina,464,57
myhf2WBZdP-IPocw5d6Q3g,Steve,8,0
tV4pOCQApBQZcjY-tZLNZQ,Max,3,0
rW3324YrLVIrHUocusWUIw,Babak,7,0
IsqoCqvx-_sXSG7kaxmVIQ,Amy,128,2
m2P-STWSfCN0IYcYYAOnYw,Joanne,8,0
qQZBocq2FIGCSaCzIOQ3Kw,Justin,6,1
4Erg0QiaU-UVQ_hxO939YA,Brenda,27,0
ng_uxgEQp_XSw3w2ANcm_Q,Vincent,7,0
CBKUo1-wTTTEZ7MRYWWitA,Holly,87,3
ljk1DxDWC-iP9nUBaE_2FQ,Paige,331,36
eA9lRFy6kAmirAaqLvQJLg,Steve,31,1
GUQ5Odz0dY_afWUEJOefEA,Stephanie,421,26
9o4U68_L6VOM9rereqGTXQ,Alex,21,0
wDHA3MnpcszeJ_g965GpqA,Monique,74,16
GklFbfOK9WRqpl52tGPbqg,Nina,2,0
FWKhbKCpzkH9a9-H9p1Hcw,David,23,0
Jdw8MDRrfH-00K6MvP1qqw,Uzoamaka,10,0
3DBYi3oORjVh6FjLSp_RQA,Hyun,34,0
mVxE3DO4alCLYxFbRXpnVw,Michelle,11,1
coroy5wKUyiqlBMB9i_0Sw,Alice,52,4
pe0vmr1GOMiVKiBySowX7w,Wai,470,38
KkXLKtno7T_CgUCJdAvw_Q,Tatsuzo,193,5
05pcjWt9U8uSUft-EyJeOA,Sheila,52,6
iuUezax39jenkDH3DKdcZw,Hungry,47,0
vOuSDac2QnwoVtxft7boyg,Dawn,310,11
XvR75KgcefL_YMgiaP16YQ,Ashia,23,4
e1dYw-1Km6IAwXlOLIMAeg,Jay,859,74
TUmxsuGI40i0UxIG1-7zXw,Angelina,81,0
saPsPZAsBCMzVDL5feTv8A,Meaghan,5,0
yguM6qv6D677amaFvfbf6A,M,20,1
E8a6_Tjy5HPB4nfSiN-q2A,Megan,12,1
vpdovOaQbu5EyOqpfdE5WQ,Andrew,21,1
6gW27EUKlF-cgHQG2yLGwA,Alison,14,0
APjnK1b7tT8ePfeYf4UnYA,Jim,4,9
K5e8CwFIYUnvNz1aYg4xFA,Christina,116,4
8yFBvR5Ff0fhuAEz-BkplQ,Tasty,54,1
1jsvEtnbUis3rWki1ADfKQ,Diana,29,0
4b1vzvA-roWlH_9K9SJASA,Jane,177,1
BpTqGOL3n5DdXVaIcHzxYQ,Kimberly,10,0
2gCYKP7TaWT9ZB16_4XPSw,Noh,3,0
lScGQrm38aE6ZToU9e7dxQ,Cristina,78,1
hD8CA9REcnjYTQbsI7FEVw,Charlie,30,0
1dECMVjTC4-LQaUFQvK6rw,Lynda,48,1
nbtddSbNlWQbsuOfgJhBag,Katie,82,1
RftEIyDv40Cd1sRaceyjaA,Lindsey,9,2
sDiXItIguyKTmtp1JoHydA,Susan,8,0
dWGBXVofKAuCc_-5JNjl8g,Sapna,28,2
D24-LQ3CGK7FJgXDlv7Htg,Davidalan,17,0
LfFDYBwCK8bTjNhwVxa0sA,Kenny G,4,0
dX0W0eq6YQdheN0_WzpfEg,AJ,36,1
rx0pPskwGyT9HjKI2Hq3DA,Scott,53,1
vZekmhX664FCQK9MIBFNFA,Tee,25,1
vPnnkvw16TYQSeUJZtsSMg,Greg,14,2
cEuZU0OdMwE_6hoKr46Cbw,Stu,15,0
DkKKTH4hBdCcCXaIDxxOWw,Nadine,126,4
zwkMwDsYtf1iag4BEKok7g,Angie,19,2
SRAUVvW0t_CkixeFbYiqAQ,Matt,17,0
qYWV-MlvFAOI-ZvTINTYcw,Cathy,154,2
WN1RxjwXI1xLy6ZeEZ7Vig,Sid,38,1
8EHuoLzwq9PjLiFoyQ-_Vg,Jimmy,4,0
0ORwam2PgfeA0GdWlilXgg,Natalie,12,0
am_FXHo9Vc98OcXDzOhIcg,Catrina,49,0
QgGeCo9Kv6J5oneii2C6hQ,Samantha,2,0
9tX6XpPbpNdJgnLT8uONew,Andy,500,137
_mFe7wHVUCOoZo9olcnKLg,mark,8,0
OZv5wjNehyUk0RBSQ-Qwbg,Tyler,48,2
zxFEGpkzzdAb7qR6e6qWwQ,Andre,10,0
ISzpUnmcKJdOH1q2jPmLYg,Kiersten,4,1
aWLo0xxZQolVnMILNyA5gw,Rob,23,1
1Kg8fsuKxhxy2twLJPpHVQ,Tami,25,0
3_VJtoQDyvvhIDhnNaaL_A,Stefan,2141,30
r6IMf0p4huHCol-Xt9wFkw,Joe,4,0
Z64MXJIy0L_8lZHvu5jy2g,Kaylah,14,0
AqKy7Q39x_bE-GgxtG4Wpg,Melanie,27,0
C6Tzuq3n0VlJctxRzOkRZA,Dani,4,0
Z5-9V-oChAuuQjD9v1IjQA,Jill,17,0
wzUKDt1xDg2fbTnlJVU7fQ,Debi,106,2
Hg2VCUdBm-R_UVbJOt38DQ,Payal,18,2
93tGZM3pvxAf-hFBsVZpKw,Mike,11,0
1Vl3gZ-MF5jfvqs_YfU9gQ,Kelly,29,4
z1lpLHd4Cc4QJjS6UNRZYg,David,34,1
FZR0qIHNZvm44Jes5Es6WA,Nicole,17,0
PHNfSndIGxx1mds097MJEg,Sofia,210,9
JL0LCqfmog_lT-BBL-TKsw,Emily,4,0
dzg2P-aIekLYwEFjCqdIoA,Reony,66,4
nF3OVTV74nlOpvCEMsNw5g,Eric,22,0
rvIDD7fCwPkBHRIdBVPtOw,Brian,30,1
BxpkmVOBrjrgPW95dq2kMg,Maya,1,0
HGW1AWR6u0ne2KCAf5bXGA,Ronak,24,0
GVGLytTurADjbOR-kge7vw,Rami,55,1
XmxKjG04cUHle4XCoTMSAg,Spencer,35,1
UDxHerQ-bSF7BHAz2KihFw,Erin,10,0
daEylrkjaH72kWVgPIqiSQ,Logan,19,2
WElcziZuToAiiDvNOvGikQ,Brooks,26,1
kynpayfZunwfm8bMR8fRZw,Danielle,22,0
er5TSdLN3vT0WnOW3KNHYw,Joshua,60,0
IZs1wFeDRbugZyvoSJVJcA,Alex,101,2
dcBcaaRO3OmejB-nLh3N8g,Damian,32,0
hL7P5o46JKPbDm9O6hw9Ng,Veronica,10,0
5_koY4wfwetPwxrx8I8jZg,Cameron,98,1
wgWY3uaTPU1pxRlGQfRKDQ,Jennifer,48,1
rpxIooCUvkX75Tcv5XvySw,Steve,16,0
amdTDdz6-fEj389bIAf4Tw,Gina,14,0
LNzUe8fwKeS5HRaxtb55gw,Shayla,2115,838
psl7HjiM0dSVfD9UbNNILw,Gigi,102,2
x7Udi-S2f8ASc2SwD76-Yg,Anne,56,1
YzOl-7boW8TvBmCPTlGWWg,Sean,15,0
pAU6Rt5Gxc7tAZPT0CukJQ,Eliana,62,0
HZ1fq-rLj9XpTAk76hCGdg,Na,472,49
J36pZKyn01-7BQHRSH0TKg,Matt,21,0
wRi0yJcOrwxS_P2OSTR43g,Luyani,7,0
q_2f4Y-fieYVt1Ldcburkg,Janet,65,2
nK1Da-A8lor5gcvRmUWUig,Lonna,19,3
HCInDNRDLunicktOplDLaw,Teresa,23,1
ZATKHZL-Cj6yykBnTtb15w,Lisa,10,0
oXxoSQhx2cy0EcxfzYOYgQ,Amanda,4,0
zT4Y0t8Tw6XBI4DpGT8Tsg,L,134,5
Eo63a5WZRQZbBJy7R7A7dA,Debbie,4,0
o7a1GtWWNrD1jHmBm3fLVQ,J,86,2
rLL7Zm9QT_IJEzNcTpXkqA,Zach,595,11
Ct23NeSxZrayJd_n9pkK-Q,Wayne,20,0
IuUAOf2QXupvvz9rtfONrA,Mr,11,0
UdVH3w0USMtbe4Q8RjF-aA,Mike,2,0
cS-4y36zR3_L7VA5Bsgq6w,Francis,5,1
f7rDCwxZWC4kuvXe-yNASQ,Kevin,8,0
Q3MDOyTjrDmE72ZX3ZQPKA,Patrick,13,0
xJ6GwJkfTVMvEDhcNOoWgg,Courtney,6,1
-KBRD0IAZbzARlJ4nZ_oTg,Rob,100,0
C0v-m442WFyOW9iJnPuJsw,Bryan,183,6
h3gn32oMn5qq2T420klvwQ,Alan,11,0
pKLYOjYWsE22FlRXK4TISQ,Malia,36,1
d9dapRWfpBhqINd2ySQpQw,Kristin,4,0
vvUGbl8JPaJ28N9PYi3_lw,Emil,8,0
eHRHr7OjpMlXEijfwafmcg,Drew,16,0
CuDl1OaPg43ZJY00ZTlrTg,Richard,3,0
PpP6-F0k4TQzC7I77ZbpJw,April,416,30
sBHxx-DqnWjMgPv31BrkDA,Tanishia,9,0
jvbjsQXMhEzTZg0aD_og4Q,Vernon,22,1
5HnWhxCZSHeqlES-OQeB4A,Mark,14,0
2C_0FJrSF1c1ssW_qN2n0A,Marshall,107,0
THqNSHvZAyeJKuL05Wzbhw,Karen,20,1
UXPU_ShzXYLX2JGs2yKWyg,Melissa,16,0
KNpW198B9QreOnDtIMmbXw,Paul,10,0
L35QkYML7qgpaJEQjPUHKg,Daisy,24,1
9bTBW_64NMXnRMmgpnOn_g,Daniel,24,0
0YKkHViwAUTN8jx19sMCWQ,Scott,16,0
60JuUC10ygy_UzFGoWjhMg,Terry,9,1
atng5_AlqSVcpGBwhqBxRg,LaSha,45,2
mYHh4TRC0NlN068G6CBwcg,JaNae,26,0
PMjoFqOAkfFyFnyiB-201Q,Lindsey,187,25
Vl7W_PHp4mLFRgCM2tvQEg,Bread Man,290,8
3__IVYFRpZK-LpNp_S2N6w,April,13,2
8pCKZkH15uyowPIC_2YIEg,Christina,4,0
hWhJ9E4mLZOGH77o-aTsQA,Lawrence,4,2
K_AfuY6dObOZPSlOtGWx5Q,Josefrancisco,5,1
mu8nt-2v5DIRlUAjfOdNbQ,Joe,17,0
Z5RP4TN0vHkv6A-D5lrD2A,Steve,6,0
vOCguFWTuhEHOt8fOsHHpw,Michelle,34,1
SJ6CjUHquiP1jnIA8Qnqtw,B,15,1
Aghzb7dK9Qbzh6554fQ9lA,Monica,64,3
6ANbFZozd58vU9EQT7Kfvg,Eric,43,0
JANC-Y2czbkVjwNHclNMFg,Farah,57,1
HDmpVwTtIkpiyRLFxWIemg,Brian,63,1
OSH7zWJWnEC7KbBsKrGx4g,Grace,2,0
RLgGHqK_sb5_9dcPnKN_Pg,Claire,24,0
6WiGgRXfXRmi_NlpiSVSzw,Megan,28,1
APxa-5D8JHQaer8xjnymNA,Kelsey,4,0
EvIOQ3_QvhVkg__X8AGrbA,Jasmine,11,1
yB4nTRC-hjG6hKGo10ceog,Wheel,228,7
6VEL7i246NsaHu4T_1WTvA,Robert,25,0
EhRquqfZwciQxPmgs8OM_w,Sarah,31,1
zo4-keex-hIyZfW-jGfM2Q,Michael,38,4
_7Y0NN2T3rcCPwL_KBI-Mg,Shana,29,0
LpgXYrP25CTYxNlvetX4zg,Laura,1,0
