:START_ID(restaurants),:END_ID(categories)
Nvy1jETQItFjG0oyjpGk7w,99
Nvy1jETQItFjG0oyjpGk7w,100
Nvy1jETQItFjG0oyjpGk7w,6
Nvy1jETQItFjG0oyjpGk7w,1
Nvy1jETQItFjG0oyjpGk7w,81
Nvy1jETQItFjG0oyjpGk7w,22
Nvy1jETQItFjG0oyjpGk7w,9
Nvy1jETQItFjG0oyjpGk7w,83
Nvy1jETQItFjG0oyjpGk7w,34
AjxhKYSbc1NrGOxAcqxb9w,101
AjxhKYSbc1NrGOxAcqxb9w,102
AjxhKYSbc1NrGOxAcqxb9w,103
AjxhKYSbc1NrGOxAcqxb9w,104
AjxhKYSbc1NrGOxAcqxb9w,1
AjxhKYSbc1NrGOxAcqxb9w,65
AjxhKYSbc1NrGOxAcqxb9w,105
52RFRa6UlbIxy8EnWJQpjg,52
52RFRa6UlbIxy8EnWJQpjg,70
52RFRa6UlbIxy8EnWJQpjg,1
52RFRa6UlbIxy8EnWJQpjg,0
_ju1BXAF5g5QtAFfZZKO1g,22
_ju1BXAF5g5QtAFfZZKO1g,16
_ju1BXAF5g5QtAFfZZKO1g,15
_ju1BXAF5g5QtAFfZZKO1g,1
_ju1BXAF5g5QtAFfZZKO1g,30
IugPZVHmgdGvOmNVi07ueg,1
IugPZVHmgdGvOmNVi07ueg,52
IugPZVHmgdGvOmNVi07ueg,11
IugPZVHmgdGvOmNVi07ueg,0
f4ykOH9Z-87b2l3Ea4HDPA,25
f4ykOH9Z-87b2l3Ea4HDPA,1
f4ykOH9Z-87b2l3Ea4HDPA,35
f4ykOH9Z-87b2l3Ea4HDPA,32
f4ykOH9Z-87b2l3Ea4HDPA,26
f4ykOH9Z-87b2l3Ea4HDPA,76
f4ykOH9Z-87b2l3Ea4HDPA,9
f4ykOH9Z-87b2l3Ea4HDPA,6
MIK2lBW3eFpPcy0vKxPS6w,1
MIK2lBW3eFpPcy0vKxPS6w,26
MIK2lBW3eFpPcy0vKxPS6w,28
FGPFf3cZ0djSKNXNDY8IqQ,106
FGPFf3cZ0djSKNXNDY8IqQ,65
FGPFf3cZ0djSKNXNDY8IqQ,107
FGPFf3cZ0djSKNXNDY8IqQ,24
FGPFf3cZ0djSKNXNDY8IqQ,22
FGPFf3cZ0djSKNXNDY8IqQ,23
FGPFf3cZ0djSKNXNDY8IqQ,1
sX_vxWQuZu_EA1bkCX95Yw,10
sX_vxWQuZu_EA1bkCX95Yw,3
sX_vxWQuZu_EA1bkCX95Yw,9
sX_vxWQuZu_EA1bkCX95Yw,6
sX_vxWQuZu_EA1bkCX95Yw,32
sX_vxWQuZu_EA1bkCX95Yw,1
sX_vxWQuZu_EA1bkCX95Yw,28
sX_vxWQuZu_EA1bkCX95Yw,76
sX_vxWQuZu_EA1bkCX95Yw,26
mtXTk0-IRTS8d0w16ihRPw,1
mtXTk0-IRTS8d0w16ihRPw,30
mtXTk0-IRTS8d0w16ihRPw,108
mtXTk0-IRTS8d0w16ihRPw,22
ucDPodtTLX7LHZnigGRa4Q,93
ucDPodtTLX7LHZnigGRa4Q,1
ucDPodtTLX7LHZnigGRa4Q,2
ucDPodtTLX7LHZnigGRa4Q,26
ucDPodtTLX7LHZnigGRa4Q,6
ucDPodtTLX7LHZnigGRa4Q,9
ucDPodtTLX7LHZnigGRa4Q,25
LwXkXDdsu1yWWcWAbt2fYw,25
LwXkXDdsu1yWWcWAbt2fYw,12
LwXkXDdsu1yWWcWAbt2fYw,4
LwXkXDdsu1yWWcWAbt2fYw,1
Cv4QFI1gGGrgRSVnMU0qug,34
Cv4QFI1gGGrgRSVnMU0qug,1
Cv4QFI1gGGrgRSVnMU0qug,4
Cv4QFI1gGGrgRSVnMU0qug,9
Cv4QFI1gGGrgRSVnMU0qug,86
Cv4QFI1gGGrgRSVnMU0qug,6
Cv4QFI1gGGrgRSVnMU0qug,89
PHaAnZO3jkJeVaekf2zT4A,58
PHaAnZO3jkJeVaekf2zT4A,1
PHaAnZO3jkJeVaekf2zT4A,26
PHaAnZO3jkJeVaekf2zT4A,10
PHaAnZO3jkJeVaekf2zT4A,36
PHaAnZO3jkJeVaekf2zT4A,25
PHaAnZO3jkJeVaekf2zT4A,3
UtVv2dVuHqpaJqnRwismiA,12
UtVv2dVuHqpaJqnRwismiA,25
UtVv2dVuHqpaJqnRwismiA,1
Il3GDb6A7rGSYdt89Wb0Fw,35
Il3GDb6A7rGSYdt89Wb0Fw,1
Il3GDb6A7rGSYdt89Wb0Fw,25
Il3GDb6A7rGSYdt89Wb0Fw,45
Il3GDb6A7rGSYdt89Wb0Fw,12
QpQ8CxC14jnNOdb7B2R6zQ,1
QpQ8CxC14jnNOdb7B2R6zQ,22
QpQ8CxC14jnNOdb7B2R6zQ,109
CZ2KPQtt0ah0up00YK0Ypg,6
CZ2KPQtt0ah0up00YK0Ypg,1
CZ2KPQtt0ah0up00YK0Ypg,76
CZ2KPQtt0ah0up00YK0Ypg,15
CZ2KPQtt0ah0up00YK0Ypg,9
-eJJKj0ClOvumIYksYSdcQ,16
-eJJKj0ClOvumIYksYSdcQ,4
-eJJKj0ClOvumIYksYSdcQ,25
-eJJKj0ClOvumIYksYSdcQ,1
-eJJKj0ClOvumIYksYSdcQ,22
081vVr80-uscqGGaFAxKfQ,6
081vVr80-uscqGGaFAxKfQ,11
081vVr80-uscqGGaFAxKfQ,15
081vVr80-uscqGGaFAxKfQ,9
081vVr80-uscqGGaFAxKfQ,32
081vVr80-uscqGGaFAxKfQ,1
1DCPuF0_VZNLRvHEAVJJng,12
1DCPuF0_VZNLRvHEAVJJng,3
1DCPuF0_VZNLRvHEAVJJng,4
1DCPuF0_VZNLRvHEAVJJng,1
1DCPuF0_VZNLRvHEAVJJng,29
1DCPuF0_VZNLRvHEAVJJng,10
zUMbBbxlBY0_hbAclEwDmA,1
zUMbBbxlBY0_hbAclEwDmA,0
UXJEQycac7JKyyTVDjWBdA,34
UXJEQycac7JKyyTVDjWBdA,12
UXJEQycac7JKyyTVDjWBdA,26
UXJEQycac7JKyyTVDjWBdA,15
UXJEQycac7JKyyTVDjWBdA,1
HsCX4E7_k-XXS-1iTz17CA,23
HsCX4E7_k-XXS-1iTz17CA,32
HsCX4E7_k-XXS-1iTz17CA,8
HsCX4E7_k-XXS-1iTz17CA,1
HsCX4E7_k-XXS-1iTz17CA,22
HsCX4E7_k-XXS-1iTz17CA,83
W6Nc9Lt4n89sEBXqpCIGrA,12
W6Nc9Lt4n89sEBXqpCIGrA,86
W6Nc9Lt4n89sEBXqpCIGrA,25
W6Nc9Lt4n89sEBXqpCIGrA,1
W6Nc9Lt4n89sEBXqpCIGrA,35
W6Nc9Lt4n89sEBXqpCIGrA,34
Z_xbp4N5MDssZxdUohybTg,110
Z_xbp4N5MDssZxdUohybTg,26
Z_xbp4N5MDssZxdUohybTg,1
Z_xbp4N5MDssZxdUohybTg,111
Z_xbp4N5MDssZxdUohybTg,112
Z_xbp4N5MDssZxdUohybTg,2
hBmWWvU6BSL6i_eYapOFGQ,76
hBmWWvU6BSL6i_eYapOFGQ,6
hBmWWvU6BSL6i_eYapOFGQ,1
hBmWWvU6BSL6i_eYapOFGQ,9
hBmWWvU6BSL6i_eYapOFGQ,26
hBmWWvU6BSL6i_eYapOFGQ,32
YJgLVtH4IFzRTrlvTO2_Cw,37
YJgLVtH4IFzRTrlvTO2_Cw,1
G1M1OJmxp5dPY3rRYpl5WQ,113
G1M1OJmxp5dPY3rRYpl5WQ,26
G1M1OJmxp5dPY3rRYpl5WQ,58
G1M1OJmxp5dPY3rRYpl5WQ,16
G1M1OJmxp5dPY3rRYpl5WQ,34
G1M1OJmxp5dPY3rRYpl5WQ,1
G1M1OJmxp5dPY3rRYpl5WQ,103
jfv6PEdL5KchI-DGJlnbWQ,1
jfv6PEdL5KchI-DGJlnbWQ,30
jfv6PEdL5KchI-DGJlnbWQ,108
jfv6PEdL5KchI-DGJlnbWQ,22
ExwZRGJcZ7eMfFalfQjhkg,22
ExwZRGJcZ7eMfFalfQjhkg,26
ExwZRGJcZ7eMfFalfQjhkg,25
ExwZRGJcZ7eMfFalfQjhkg,1
ExwZRGJcZ7eMfFalfQjhkg,54
ExwZRGJcZ7eMfFalfQjhkg,114
w0RHRKHj9g2G3H5LcrOiKw,26
w0RHRKHj9g2G3H5LcrOiKw,1
w0RHRKHj9g2G3H5LcrOiKw,6
w0RHRKHj9g2G3H5LcrOiKw,9
w0RHRKHj9g2G3H5LcrOiKw,43
RzuUOVjXuyG9b8DctqAgFQ,31
RzuUOVjXuyG9b8DctqAgFQ,1
RzuUOVjXuyG9b8DctqAgFQ,32
ujUb29BOYcUyhMcnqo4bWA,1
ujUb29BOYcUyhMcnqo4bWA,115
Vy9VN70aRpIe4yEo55VrWQ,1
Vy9VN70aRpIe4yEo55VrWQ,4
Vy9VN70aRpIe4yEo55VrWQ,12
ULrDH5eEndkbALvYEBhrHw,1
ULrDH5eEndkbALvYEBhrHw,12
2CCPRNXRO33sYuotGG7MqA,24
2CCPRNXRO33sYuotGG7MqA,1
-ShzgoeH2nvGG_TlNfMz2w,1
-ShzgoeH2nvGG_TlNfMz2w,0
t1KiSVmxADW1LaxA2Wtj9g,1
t1KiSVmxADW1LaxA2Wtj9g,25
t1KiSVmxADW1LaxA2Wtj9g,42
jrNAkn21Tjq3n9v2n3m46g,37
jrNAkn21Tjq3n9v2n3m46g,1
uAlZsR2u3sArs6vuuHl0mQ,28
uAlZsR2u3sArs6vuuHl0mQ,15
uAlZsR2u3sArs6vuuHl0mQ,50
uAlZsR2u3sArs6vuuHl0mQ,1
uAlZsR2u3sArs6vuuHl0mQ,16
uAlZsR2u3sArs6vuuHl0mQ,26
0XXZSQpSbcbL1i4iK-Ohiw,15
0XXZSQpSbcbL1i4iK-Ohiw,1
QfaobFtkXhyTirLQLkV82w,1
QfaobFtkXhyTirLQLkV82w,19
QfaobFtkXhyTirLQLkV82w,56
2ojUHZ_5H8_S0vh-rXpPfA,1
2ojUHZ_5H8_S0vh-rXpPfA,12
b8yPm2F9dHjJLu5NF-lneA,15
b8yPm2F9dHjJLu5NF-lneA,1
k93U5RS4ohNqk9912QcyOw,1
k93U5RS4ohNqk9912QcyOw,25
gfIj5FvIejEiex4WV04wIQ,116
gfIj5FvIejEiex4WV04wIQ,6
gfIj5FvIejEiex4WV04wIQ,117
gfIj5FvIejEiex4WV04wIQ,2
gfIj5FvIejEiex4WV04wIQ,9
gfIj5FvIejEiex4WV04wIQ,17
gfIj5FvIejEiex4WV04wIQ,1
e1o-2If3E-OY2A_yvamrIQ,118
e1o-2If3E-OY2A_yvamrIQ,30
e1o-2If3E-OY2A_yvamrIQ,1
e1o-2If3E-OY2A_yvamrIQ,23
e1o-2If3E-OY2A_yvamrIQ,16
e1o-2If3E-OY2A_yvamrIQ,22
Pn9_MnhoLrMFdW3AZDORMQ,32
Pn9_MnhoLrMFdW3AZDORMQ,16
Pn9_MnhoLrMFdW3AZDORMQ,33
Pn9_MnhoLrMFdW3AZDORMQ,25
Pn9_MnhoLrMFdW3AZDORMQ,1
MyNFSdduvVnfeJu5sQfFLg,1
MyNFSdduvVnfeJu5sQfFLg,12
hZVzFdmKqFDPHleovfGnPA,58
hZVzFdmKqFDPHleovfGnPA,1
hZVzFdmKqFDPHleovfGnPA,16
H0tVJV7M5lb0bE5vDZd6KQ,13
H0tVJV7M5lb0bE5vDZd6KQ,1
OJUTu1PAPjljZBwtI5DUdg,29
OJUTu1PAPjljZBwtI5DUdg,6
OJUTu1PAPjljZBwtI5DUdg,1
OJUTu1PAPjljZBwtI5DUdg,9
OJUTu1PAPjljZBwtI5DUdg,26
W_M-QaSW2y2JfUDRfOZ4-Q,32
W_M-QaSW2y2JfUDRfOZ4-Q,1
W_M-QaSW2y2JfUDRfOZ4-Q,12
W_M-QaSW2y2JfUDRfOZ4-Q,45
W_M-QaSW2y2JfUDRfOZ4-Q,4
OEMBtqjWgHvLOCIjhY_7eA,1
OEMBtqjWgHvLOCIjhY_7eA,56
PhPokNCiFVdOx8BsdPnqeg,22
PhPokNCiFVdOx8BsdPnqeg,67
PhPokNCiFVdOx8BsdPnqeg,25
PhPokNCiFVdOx8BsdPnqeg,1
PhPokNCiFVdOx8BsdPnqeg,16
zj8HThbzTWvXl7-Dw0_nsQ,1
zj8HThbzTWvXl7-Dw0_nsQ,0
zz0l4dUf28wzPAaTdGqsSw,1
zz0l4dUf28wzPAaTdGqsSw,0
yzQvpMF2HFZrK4ZL3vV5Ig,0
yzQvpMF2HFZrK4ZL3vV5Ig,1
yzQvpMF2HFZrK4ZL3vV5Ig,9
yzQvpMF2HFZrK4ZL3vV5Ig,6
SYcdJP123caYVCkZ27BIOw,107
SYcdJP123caYVCkZ27BIOw,22
SYcdJP123caYVCkZ27BIOw,14
SYcdJP123caYVCkZ27BIOw,17
SYcdJP123caYVCkZ27BIOw,1
SYcdJP123caYVCkZ27BIOw,13
SYcdJP123caYVCkZ27BIOw,54
BypYxOw7LRO8zjFMxRWdDQ,16
BypYxOw7LRO8zjFMxRWdDQ,22
BypYxOw7LRO8zjFMxRWdDQ,30
BypYxOw7LRO8zjFMxRWdDQ,25
BypYxOw7LRO8zjFMxRWdDQ,1
mskYyOH-xVyBlBn9OLqu4Q,16
mskYyOH-xVyBlBn9OLqu4Q,30
mskYyOH-xVyBlBn9OLqu4Q,1
mskYyOH-xVyBlBn9OLqu4Q,22
3P-5sAQoAyKcoO5e4paG7Q,22
3P-5sAQoAyKcoO5e4paG7Q,1
3P-5sAQoAyKcoO5e4paG7Q,12
-G0iVQaYvpZETVKwPVdR9A,29
-G0iVQaYvpZETVKwPVdR9A,1
-G0iVQaYvpZETVKwPVdR9A,9
-G0iVQaYvpZETVKwPVdR9A,34
-G0iVQaYvpZETVKwPVdR9A,6
-G0iVQaYvpZETVKwPVdR9A,97
58OuqehnPxdFq8gWR_hBRw,1
58OuqehnPxdFq8gWR_hBRw,30
58OuqehnPxdFq8gWR_hBRw,22
58OuqehnPxdFq8gWR_hBRw,16
58OuqehnPxdFq8gWR_hBRw,42
m7gW3sfkxmIeW3dz5XTzTQ,1
m7gW3sfkxmIeW3dz5XTzTQ,56
-zngCcpYYPNXEfwv9NJsIA,1
-zngCcpYYPNXEfwv9NJsIA,56
AVYuQ6DTqpqsB141r3lH4w,1
AVYuQ6DTqpqsB141r3lH4w,56
AVYuQ6DTqpqsB141r3lH4w,19
AVYuQ6DTqpqsB141r3lH4w,80
lxWMl4ejGvFmihN-qSTNXw,22
lxWMl4ejGvFmihN-qSTNXw,74
lxWMl4ejGvFmihN-qSTNXw,119
lxWMl4ejGvFmihN-qSTNXw,120
lxWMl4ejGvFmihN-qSTNXw,1
gRHfRxTqaf_oUapIB9MMUA,1
w2LKdmH6Ytez4ptNdO0Vuw,35
w2LKdmH6Ytez4ptNdO0Vuw,4
w2LKdmH6Ytez4ptNdO0Vuw,12
w2LKdmH6Ytez4ptNdO0Vuw,1
sd0AA8okoNnR7ONkF9AWvw,12
sd0AA8okoNnR7ONkF9AWvw,1
sd0AA8okoNnR7ONkF9AWvw,4
TYgc71FqGLGiROceq4TP2A,54
TYgc71FqGLGiROceq4TP2A,22
TYgc71FqGLGiROceq4TP2A,1
TYgc71FqGLGiROceq4TP2A,37
TYgc71FqGLGiROceq4TP2A,53
_I4a0zwTEJsvbLVqM5cS_g,1
_I4a0zwTEJsvbLVqM5cS_g,37
qljraKzqFlIONICsRtzSnw,26
qljraKzqFlIONICsRtzSnw,6
qljraKzqFlIONICsRtzSnw,15
qljraKzqFlIONICsRtzSnw,1
qljraKzqFlIONICsRtzSnw,76
qljraKzqFlIONICsRtzSnw,29
qljraKzqFlIONICsRtzSnw,9
ML0D_20SZv-Xz0ST74qkuA,1
ML0D_20SZv-Xz0ST74qkuA,56
sl3Lm8ZNuY_oIop0ZFRzuw,1
sl3Lm8ZNuY_oIop0ZFRzuw,12
5Vp6Pz3AVcqbyDj1ynKOTA,121
5Vp6Pz3AVcqbyDj1ynKOTA,1
tuKYmeiSkAURPQnRDCLBxg,0
tuKYmeiSkAURPQnRDCLBxg,1
Ixr2-GfYKatXdq1rZnfHiA,1
Ixr2-GfYKatXdq1rZnfHiA,17
wkO1a_i1Mzpd-0sbiLa7EA,12
wkO1a_i1Mzpd-0sbiLa7EA,1
4C0xj95V8-Mp14OixoTUZA,9
4C0xj95V8-Mp14OixoTUZA,0
4C0xj95V8-Mp14OixoTUZA,96
4C0xj95V8-Mp14OixoTUZA,3
4C0xj95V8-Mp14OixoTUZA,1
4C0xj95V8-Mp14OixoTUZA,6
PtVJoVOcsll8TP2HnArLsw,96
PtVJoVOcsll8TP2HnArLsw,6
PtVJoVOcsll8TP2HnArLsw,1
PtVJoVOcsll8TP2HnArLsw,15
PtVJoVOcsll8TP2HnArLsw,26
PtVJoVOcsll8TP2HnArLsw,9
PtVJoVOcsll8TP2HnArLsw,3
PtVJoVOcsll8TP2HnArLsw,41
UxP1VK4lTLKRu9cgjGhdaw,1
UxP1VK4lTLKRu9cgjGhdaw,30
UxP1VK4lTLKRu9cgjGhdaw,22
ijJLd8VHB-vPLWmHyyELYQ,26
ijJLd8VHB-vPLWmHyyELYQ,35
ijJLd8VHB-vPLWmHyyELYQ,94
ijJLd8VHB-vPLWmHyyELYQ,22
ijJLd8VHB-vPLWmHyyELYQ,1
ijJLd8VHB-vPLWmHyyELYQ,25
ijJLd8VHB-vPLWmHyyELYQ,45
ijJLd8VHB-vPLWmHyyELYQ,32
pkNffAUPpdKaUuUUbhzLmQ,23
pkNffAUPpdKaUuUUbhzLmQ,22
pkNffAUPpdKaUuUUbhzLmQ,54
pkNffAUPpdKaUuUUbhzLmQ,1
pkNffAUPpdKaUuUUbhzLmQ,122
pkNffAUPpdKaUuUUbhzLmQ,94
5hID2DruRwIwit0BcLHTaw,1
5hID2DruRwIwit0BcLHTaw,108
5hID2DruRwIwit0BcLHTaw,22
5hID2DruRwIwit0BcLHTaw,30
uMoHJJg3zFNjh09WxN8HWA,0
uMoHJJg3zFNjh09WxN8HWA,25
uMoHJJg3zFNjh09WxN8HWA,1
uMoHJJg3zFNjh09WxN8HWA,29
6Ks2A_uQSvMrDa9_wl5aKg,1
6Ks2A_uQSvMrDa9_wl5aKg,74
6Ks2A_uQSvMrDa9_wl5aKg,123
6Ks2A_uQSvMrDa9_wl5aKg,124
6Ks2A_uQSvMrDa9_wl5aKg,49
6Ks2A_uQSvMrDa9_wl5aKg,29
6Ks2A_uQSvMrDa9_wl5aKg,25
6Ks2A_uQSvMrDa9_wl5aKg,65
4WAgExw8IOQ_mcN1DUy4Iw,31
4WAgExw8IOQ_mcN1DUy4Iw,25
4WAgExw8IOQ_mcN1DUy4Iw,16
4WAgExw8IOQ_mcN1DUy4Iw,26
4WAgExw8IOQ_mcN1DUy4Iw,1
4WAgExw8IOQ_mcN1DUy4Iw,42
Co47eJ287hxR-9iqhnswcw,14
Co47eJ287hxR-9iqhnswcw,1
Co47eJ287hxR-9iqhnswcw,49
Co47eJ287hxR-9iqhnswcw,26
Co47eJ287hxR-9iqhnswcw,97
DNvMHI_X3PEi9vTmMHO0Yg,26
DNvMHI_X3PEi9vTmMHO0Yg,15
DNvMHI_X3PEi9vTmMHO0Yg,1
DNvMHI_X3PEi9vTmMHO0Yg,9
DNvMHI_X3PEi9vTmMHO0Yg,6
DNvMHI_X3PEi9vTmMHO0Yg,32
DNvMHI_X3PEi9vTmMHO0Yg,76
3VZsvccKrkvmBshoAFrgGw,37
3VZsvccKrkvmBshoAFrgGw,1
3VZsvccKrkvmBshoAFrgGw,125
SUththHA3pfnkQT3Tu27IQ,126
SUththHA3pfnkQT3Tu27IQ,4
SUththHA3pfnkQT3Tu27IQ,25
SUththHA3pfnkQT3Tu27IQ,54
SUththHA3pfnkQT3Tu27IQ,22
SUththHA3pfnkQT3Tu27IQ,45
SUththHA3pfnkQT3Tu27IQ,12
SUththHA3pfnkQT3Tu27IQ,1
nNKZXzq3kT71E6R3JX9RPg,12
nNKZXzq3kT71E6R3JX9RPg,1
nNKZXzq3kT71E6R3JX9RPg,32
KrJcaM7Fh-NClOIXfB-s4g,42
KrJcaM7Fh-NClOIXfB-s4g,22
KrJcaM7Fh-NClOIXfB-s4g,23
KrJcaM7Fh-NClOIXfB-s4g,1
KrJcaM7Fh-NClOIXfB-s4g,83
KrJcaM7Fh-NClOIXfB-s4g,30
ctppPuguEKktu2X7SaOf-g,32
ctppPuguEKktu2X7SaOf-g,31
ctppPuguEKktu2X7SaOf-g,1
VlzexKYF6St7-N4tAoGBqg,14
VlzexKYF6St7-N4tAoGBqg,17
VlzexKYF6St7-N4tAoGBqg,127
VlzexKYF6St7-N4tAoGBqg,19
VlzexKYF6St7-N4tAoGBqg,1
7ABcgM9T7SD7H_-MLy61MQ,105
7ABcgM9T7SD7H_-MLy61MQ,65
7ABcgM9T7SD7H_-MLy61MQ,22
7ABcgM9T7SD7H_-MLy61MQ,54
7ABcgM9T7SD7H_-MLy61MQ,55
7ABcgM9T7SD7H_-MLy61MQ,20
7ABcgM9T7SD7H_-MLy61MQ,1
RKgn1CwGm8FCH0hKOTDG3g,128
RKgn1CwGm8FCH0hKOTDG3g,1
TdLZpW0GG0NXsBjtX_SlRg,19
TdLZpW0GG0NXsBjtX_SlRg,1
vMWBVI5ky6c1gfuPB7ZTLQ,1
vMWBVI5ky6c1gfuPB7ZTLQ,22
vMWBVI5ky6c1gfuPB7ZTLQ,72
vMWBVI5ky6c1gfuPB7ZTLQ,10
vMWBVI5ky6c1gfuPB7ZTLQ,3
vMWBVI5ky6c1gfuPB7ZTLQ,42
vMWBVI5ky6c1gfuPB7ZTLQ,16
vMWBVI5ky6c1gfuPB7ZTLQ,25
NQkqbnHOPwvaBGdhP_03qA,73
NQkqbnHOPwvaBGdhP_03qA,1
NQkqbnHOPwvaBGdhP_03qA,54
NQkqbnHOPwvaBGdhP_03qA,22
NQkqbnHOPwvaBGdhP_03qA,129
NQkqbnHOPwvaBGdhP_03qA,24
7VrD6atyAIOPJAEdAvsA1g,25
7VrD6atyAIOPJAEdAvsA1g,24
7VrD6atyAIOPJAEdAvsA1g,1
Hx8DHtPTRq-Qa98fRCTofA,31
Hx8DHtPTRq-Qa98fRCTofA,32
Hx8DHtPTRq-Qa98fRCTofA,1
HBuQAJvypwNerylr03XqQg,19
HBuQAJvypwNerylr03XqQg,20
HBuQAJvypwNerylr03XqQg,1
gAiAwgSFAzT2yFXyL6dVcg,52
gAiAwgSFAzT2yFXyL6dVcg,54
gAiAwgSFAzT2yFXyL6dVcg,0
gAiAwgSFAzT2yFXyL6dVcg,22
gAiAwgSFAzT2yFXyL6dVcg,1
T4RdefWsIRfo_36Bv8X15g,30
T4RdefWsIRfo_36Bv8X15g,108
T4RdefWsIRfo_36Bv8X15g,1
T4RdefWsIRfo_36Bv8X15g,22
Te4yTJ7blab4s_JTAF71Iw,20
Te4yTJ7blab4s_JTAF71Iw,21
Te4yTJ7blab4s_JTAF71Iw,1
Te4yTJ7blab4s_JTAF71Iw,14
Te4yTJ7blab4s_JTAF71Iw,19
b9cdwGoH4oetEYA5b1YpDw,1
b9cdwGoH4oetEYA5b1YpDw,4
nUwlAKUoxCJb3SDAxpymbA,56
nUwlAKUoxCJb3SDAxpymbA,1
nUwlAKUoxCJb3SDAxpymbA,121
nUwlAKUoxCJb3SDAxpymbA,19
ByD67fU4LfLkNMpMZXdAYQ,1
ByD67fU4LfLkNMpMZXdAYQ,128
ByD67fU4LfLkNMpMZXdAYQ,130
ByD67fU4LfLkNMpMZXdAYQ,131
ByD67fU4LfLkNMpMZXdAYQ,28
ByD67fU4LfLkNMpMZXdAYQ,25
5vNalmeJRlPQR0HGfyCq7A,4
5vNalmeJRlPQR0HGfyCq7A,1
enWMHykIbIYAX1ChWQURZA,56
enWMHykIbIYAX1ChWQURZA,1
fmM5dA09gigXH0nCb9nEvw,70
fmM5dA09gigXH0nCb9nEvw,1
qzNMDrjffJGMa1TVgmdS0g,1
qzNMDrjffJGMa1TVgmdS0g,29
qzNMDrjffJGMa1TVgmdS0g,37
pWIO8FCZqnPxTwt7lURk8w,1
pWIO8FCZqnPxTwt7lURk8w,33
YCfMNP_1YCTXTKlrnw44vQ,33
YCfMNP_1YCTXTKlrnw44vQ,16
YCfMNP_1YCTXTKlrnw44vQ,130
YCfMNP_1YCTXTKlrnw44vQ,128
YCfMNP_1YCTXTKlrnw44vQ,1
1XJ1kOixnDEfnTrRfyjUiw,0
1XJ1kOixnDEfnTrRfyjUiw,75
1XJ1kOixnDEfnTrRfyjUiw,1
1XJ1kOixnDEfnTrRfyjUiw,2
1XJ1kOixnDEfnTrRfyjUiw,132
JEpsrFGIH4ixJJ4q2yUb_A,99
JEpsrFGIH4ixJJ4q2yUb_A,100
JEpsrFGIH4ixJJ4q2yUb_A,22
JEpsrFGIH4ixJJ4q2yUb_A,80
JEpsrFGIH4ixJJ4q2yUb_A,48
JEpsrFGIH4ixJJ4q2yUb_A,1
JEpsrFGIH4ixJJ4q2yUb_A,14
pvwdXO69MQKeAEFwcISnFA,133
pvwdXO69MQKeAEFwcISnFA,22
pvwdXO69MQKeAEFwcISnFA,134
pvwdXO69MQKeAEFwcISnFA,128
pvwdXO69MQKeAEFwcISnFA,1
pvwdXO69MQKeAEFwcISnFA,120
FJSIOZotIVrgvqMuBQ7y7w,80
FJSIOZotIVrgvqMuBQ7y7w,14
FJSIOZotIVrgvqMuBQ7y7w,1
FJSIOZotIVrgvqMuBQ7y7w,19
kMVROdQZoNoQBmvvpe78LA,1
kMVROdQZoNoQBmvvpe78LA,20
IZMHmGH1NbULyreLPx3t9A,96
IZMHmGH1NbULyreLPx3t9A,3
IZMHmGH1NbULyreLPx3t9A,116
IZMHmGH1NbULyreLPx3t9A,9
IZMHmGH1NbULyreLPx3t9A,1
IZMHmGH1NbULyreLPx3t9A,16
IZMHmGH1NbULyreLPx3t9A,6
IZMHmGH1NbULyreLPx3t9A,81
IZMHmGH1NbULyreLPx3t9A,15
Qpyp_qwSCxb6a0PsLcJnwA,1
Qpyp_qwSCxb6a0PsLcJnwA,28
01ikDdFTvc2-YXeyv-YXjg,1
01ikDdFTvc2-YXeyv-YXjg,15
01ikDdFTvc2-YXeyv-YXjg,115
Z4S1pssoLucE1DT7aervXQ,1
Z4S1pssoLucE1DT7aervXQ,26
Z4S1pssoLucE1DT7aervXQ,32
yih0BSPRXzPlc8qVNlYs-g,25
yih0BSPRXzPlc8qVNlYs-g,12
yih0BSPRXzPlc8qVNlYs-g,1
K6SQfxBapNAIVr_C73ohlw,1
K6SQfxBapNAIVr_C73ohlw,127
K6SQfxBapNAIVr_C73ohlw,17
K6SQfxBapNAIVr_C73ohlw,48
zVagjsscMqU6ztrFvv6hOg,22
zVagjsscMqU6ztrFvv6hOg,1
zVagjsscMqU6ztrFvv6hOg,135
zVagjsscMqU6ztrFvv6hOg,32
953cL2plLpQtabKer3r9aQ,4
953cL2plLpQtabKer3r9aQ,29
953cL2plLpQtabKer3r9aQ,26
953cL2plLpQtabKer3r9aQ,1
P6DfeEXFpV_Z6RJRMZ6oXQ,136
P6DfeEXFpV_Z6RJRMZ6oXQ,25
P6DfeEXFpV_Z6RJRMZ6oXQ,35
P6DfeEXFpV_Z6RJRMZ6oXQ,124
P6DfeEXFpV_Z6RJRMZ6oXQ,137
P6DfeEXFpV_Z6RJRMZ6oXQ,138
P6DfeEXFpV_Z6RJRMZ6oXQ,1
P6DfeEXFpV_Z6RJRMZ6oXQ,65
P6DfeEXFpV_Z6RJRMZ6oXQ,12
rBYX6kKsDt24uFdyAEs5iw,22
rBYX6kKsDt24uFdyAEs5iw,67
rBYX6kKsDt24uFdyAEs5iw,1
