restaurant_id:ID(restaurants),name,stars,review_count,price_range
g49GSuIxGFz0Kr9b9qXqJQ,Sbarro,3.5,6,1.0
Tz36ybiNcF6X9wxEFZ4J4g,Royal Farms,1.5,18,1.0
jVJdCT5lD-DT0LuH1OGVNA,Ruby Tuesday,2.0,9,2.0
F0hePnZFn1Da5bQ-GO5tfA,Omega Pizza,2.5,16,2.0
Ve1V5bBuUCz_aB0K5s0x_w,Milano Pizzeria,3.0,18,1.0
Y4nL9U-1fJmGAs5iTlSIXg,Sunna Juice Bar,4.0,11,3.0
r08CGs3hygzCtBcmZYpZsg,Jae Seafood by Tommy,4.0,42,3.0
65024MqvGVwOvseDL8l_-w,The Juice Joint,4.0,14,
yK8LWJ4VRTYEoGxVYzcjQg,Metro Diner,4.0,381,2.0
3dn-FdMoVBfqkH3SEgecxw,Country Maid Stores,4.5,9,1.0
gtOVX8hGKKIryQs0lGPt3w,Bawarchi Biryani Point,3.5,53,2.0
ACVar6kJC_P2aDHDBx6N_Q,Pinji's Cafe,3.5,10,1.0
4EffIBpRHXJP0mNZeRAYvA,Pinji's Cafe,4.5,33,1.0
hFMud7XDefdWM1d-p1B2dQ,Bahama Breeze,3.5,215,2.0
2-yrFS9sCxyKPfr6CnHmTw,Oscar's Famous Pizzeria,2.5,23,2.0
_wm4lnfN_vWSuXZH3gXq9Q,A Pizza History,3.5,12,1.0
Wbq1ioousibK88FRw3PlDA,Bain's Deli,3.5,15,1.0
qwoqt5912WOdHHOtoMUF1A,Ny Gyro & Grill,4.5,15,
0y5x2QxXdeHvs_m0hoO84Q,Aureas Mexican Restaurant,4.0,72,2.0
gemfdRJabGzAqfD1oLLC_A,Horace Shellhammer's,4.0,149,2.0
myAaXOSoxfaNnCPTcV4M8w,Burger King,3.0,5,1.0
9i784uctK0-_omQcdCcgWA,Barcelona Pizza Pike Creek,4.0,6,
qeBhpLwPn8KZJoHPPSH-sg,Nuyorican Pasteles,1.0,13,
0HzjYHjeL5GvGHMj9XjO5A,El Toro,4.0,59,1.0
jCyQknyt1mkMTBw60-ABUw,McDonald's,2.0,32,1.0
_LoYXMFxkbmrpAP74d81Dw,Tropical Smoothie Cafe,2.5,12,
ylkgMTVWMvliW9x-XlbjvA,Famous Dave's Bar-B-Que,3.5,51,2.0
kvb0a9FiFs9UXWxE6q-5DA,Naaman's Pizzeria,4.5,34,1.0
Qp_6nULBg80xhx8ksMYAHQ,Utage Japanese Restaurant,4.0,5,3.0
ajFL2FsdDZQwwpiOVeh1nQ,Pomodoro Restaurant,3.0,10,2.0
-PTWFicakClBDK-zyQ5hjA,First Watch,4.0,166,2.0
uPngSFlKQmQT3v8h8aTwmA,Luigis Pizzeria,3.0,25,2.0
ERov0fZxnWhM-2GYFY2i9Q,Unique Chinese,2.5,20,1.0
xHi_onbMgQqj86HFfDiqsw,Royal Farms,3.5,9,
I3yzZhtKfRMuUHWHDBqHGA,Capriotti's Sandwich Shop,3.5,46,1.0
v1VKIvac73Fxt6BMiuKiTA,Lawerence Pizza & Restaurant,3.5,14,2.0
HQdoy8OpEuGKM_Op-ovHFQ,Skipjack Dining,4.0,109,2.0
alM80dgR9izB_svltTw1Nw,Argilla Brewing,3.5,148,2.0
YkL_44nF4_jUDm3cyq5SJw,China King,3.0,19,1.0
rl77SOSsmY-jklKpTm3jWw,Public House Wilmington,3.0,23,2.0
NlkFNuYkreoPvrThNQEvbw,Docklands Riverfront,3.5,72,2.0
EUTf-d0OVBMyPkg3lObG6w,Famous Famiglia,3.0,7,2.0
X0lMkTXVs3PLcyKzQ6GTcw,Maiale,4.5,65,2.0
JogSG9qSX7rRN1qioMhYeg,The Ice Cream Shoppe,4.0,11,1.0
DXdqMi16GRc7oMUSFmjIfA,Kidds Chicken And Waffles,2.5,5,1.0
IZgQel8rfyLY8r69GtnUQg,Ike's Artisan Pizza,4.5,8,
adVbOEChtDwsLF6k_Quczw,Country Maid Deli-Jack's,3.0,13,1.0
-eKoPT80NewUNc2h-hevdA,Harvest House,4.5,46,2.0
qCVbvgYjJkdsrSN71Ra0Ew,The Crow Bar,3.5,27,
hJ0QkeOdQ5y7MTmdR9NO1Q,The Copper Dram,4.5,56,2.0
TU3rjb_t9OVLoxVJpwEhwA,Sheraton Suites Wilmington Downtown,3.0,82,2.0
T3zMecCY619BrWOg-fi7lA,Extreme Pizza - Wilmington,2.5,69,2.0
hN4B1kS8J5MQykKxrYXB_g,Wheelys Cafe,4.5,10,
aAPiZY_6_xb2qSMs0ABBpg,Tasti Thai,3.5,124,2.0
2ZaldC7ird5-K9sSvK6tIw,Chipotle Mexican Grill,2.0,36,1.0
aiJg1ucX4IoeWFwKTNZcsA,Boston Market,3.0,10,1.0
yfKe5Ne8oo4jEBXiZvr__g,Hak's Restaurant,2.0,6,2.0
rwPdi2Ept5LcVYIRUjj53Q,Angel's Restaurant,4.0,38,1.0
BKVwN2btBPovpWis42Urlg,Kozy Korner Restaurant,4.0,48,1.0
DZG3652AxmIUGmlF-hg3mw,Bertucci's Italian Restaurant,3.5,67,2.0
pOQGEGN_UrH8rtKea0WKRA,Tropical Smoothie Cafe,4.0,26,
UgdwL5wCdaFe84wmXmwaFg,Minato Japanese Restaurant,3.0,9,2.0
qdKCj1XsTCgTql1iuPB5lg,Marsh Road Diner,3.5,92,1.0
a-YvWwzkAd-w6VWsW0sEhQ,Jimmy John's,3.0,15,1.0
Jmk_N22L1iQ6-EZIlexqag,La Tlaxquenita,5.0,7,2.0
qRB4CzTnQy6iOO4D1FT4kg,Two Cousins Pizza,3.0,60,1.0
Yh0HF45_lVXa6gSSKsJY1w,Jimmy John's,3.0,16,1.0
JCXcdCGpqIRXEGzhPukdsg,Porto-Fino Pizza & Restaurant,4.0,38,2.0
FyPqFGQXuX7Jkrjm6LoC0Q,Great Wall,2.5,20,2.0
Y8iVXWq_C-U3POZ6yItw7Q,Chili's,2.0,57,2.0
4Co0fjkcBvNpUY1z-tg67g,Mrs Snyder's,4.0,7,
2XEXr1Ba8V8qN4IGADNliA,Kukurukoo Express,3.5,12,2.0
WM18UYsMn4EOwc1s1cCoAg,China Inn,2.0,6,1.0
ElEbumta2ujV9PTx4OGbVw,Columbus Inn,3.5,144,2.0
gu4TEXWfC69ZVrKDsVPtKQ,Chaiyo Sushi and Thai Cuisine,4.0,36,2.0
z-2pRvQXAWqcZdLW2fKj9g,Deerhead Hot Dogs,3.5,20,1.0
NXYydDGZuz3p2AGg4puqig,Cuzino's Pizza & Pasta,3.0,13,1.0
FYOPKSHyRVYwqjNayJdIPA,King Garden Chinese Restaurant,3.5,33,1.0
-6eomXaFuOSKPsUbk2A3xQ,The Crownery Chinese Restaurant,3.0,70,2.0
yFxxhrdtDfmNF4xcXeem8A,Takumi,3.5,193,2.0
vep5L_9i_xFaCm2bZvQemg,Days Inn by Wyndham Newark Wilmington,2.0,18,2.0
UWQn01BHc7jJnjDx6y-n9Q,Boston Market,3.5,12,1.0
reHlvRPArBEo4RatrXZQNg,Bella Italy,2.5,15,2.0
8IazNnZkqYlNODBZPS1CGA,Wawa,2.0,7,1.0
_ZG6xLrZ7VIfcQS_tl0Mpg,Cotti's Pizza,4.0,11,
Qz6-OxFp9PhGwMZG5geqpw,Touch Of Italy,3.5,158,2.0
L-NBC1etnxAvHP_u2xo4Ow,Moe's Southwest Grill,2.5,46,1.0
9pPK-EhpT9jkC7WXdtDM-w,Seasons Pizza,3.0,46,1.0
iWyYWFXrOvyoxIvUPf8OuA,Opa Opa,4.0,119,1.0
P_nqb7lULOtx3pAJbKfFXA,Santa Fe Mexican Grill - Wilmington,3.5,74,2.0
sRJFxyCjZnmXuZLk6uKW6Q,Panera Bread,2.5,35,2.0
cVWOVdiHpPRzuS2FSQUgfA,Omka Grill & Sushi,4.5,20,
3omPdJWZzRAaNZU4vaovZQ,Food For Thought Catering,4.5,10,2.0
S_i39mHBCZadtvwdC6Hb6Q,Seasons Pizza,2.0,19,2.0
mcmOeaoHlryrtogjd3tooQ,La Fia,4.0,177,2.0
DvKVx_Em_UkG2NPeeKSJzg,Sitaly To Go,4.0,23,
NTlF55qiq2TCxR_2Kr4NAA,Star of India,4.0,44,2.0
015DpGQSGAjbHfa7KE-p5A,Domino's Pizza,3.0,9,1.0
xSaH011Ov02w-8sxr78M6Q,New Dragon Restaurant,4.0,12,1.0
ZjwEfrsA2bztSk9SLrPqPA,Kung Fusion Asian Grill,3.0,32,2.0
KzGXMHnlrknUhEjNyD8yZQ,Pho Cali,3.5,126,1.0
2y2LhpdlHuGU6bkAHFSoQg,Wawa,3.5,26,1.0
fNd-tOJGusNDcT0Kqzikaw,Indian Hut,2.5,22,
AHQSq5ZdYVQUleXgPwHHhg,Teriyaki Madness,3.5,27,
jAwmIPk8p2c2kxAbL7Ocyw,Sansone's Seafood Market,4.0,24,2.0
bbm5_njEZyw68E7UUY0xgQ,Red Robin Gourmet Burgers and Brews,3.0,86,2.0
4lVR4qfWaX-wn1v4EakF8A,Barcelona Pizza,4.5,28,2.0
jJKvRg2tYr7qWP-VxdjCTQ,The Back Burner,3.5,91,2.0
PGFzlPVRUz2rpR9DRAU7dQ,Murph's Irish Pub,3.5,5,1.0
leaEzQ7Uz_7NID4vpx9RCQ,Juliana's Kitchen,4.5,188,2.0
vVLLNrqhvrkVXfIIW9Etag,Timothy's On the Riverfront,2.5,138,2.0
xNZj9zMVY7NizZyBn41BvA,Tropicalia,4.0,10,1.0
Wz687hCcjVyHTCP-jd6U_Q,Gyro King,4.0,61,1.0
imCIha88DmlxaWpXScRkZw,Buffalo Wild Wings,2.0,41,2.0
0CeoONLXqseUxPdGerefOQ,Mexican Post,3.5,131,2.0
DoHkrJJVPffu924i6MLtcg,Applebee's Grill + Bar,2.0,46,2.0
j7LZM6rf4Bf33exo6XXKGA,Drop Squad Kitchen,4.0,282,2.0
RLB-RxkiAcY4pwjTYUzpEA,Osaka Express,3.0,13,1.0
bS2clitvOuAuxFKxA0YnXA,Friendly's,2.5,12,1.0
71UVaCN8AtyovlqoS0Hixg,La Tolteca - Wilmington,3.0,201,2.0
JaJDxNxLsV4h_Nkt7HsMAA,Goober’s Diner,3.5,34,
7sdNASlBZhZMQalQUKB4ug,Chili's,2.0,20,2.0
Rgp0ZBmxRjf0pqqVnvzm8w,Cafe Palermo,3.5,21,2.0
jWmg60gRRnNhaHQyc2W8Og,OMY Smoked BBQ,3.5,9,
bn0XzKxBRBWvnHUMg5cz6g,Red Lobster,2.5,59,2.0
dz3dov1RfT25X_StP__cdQ,Little Caesars Pizza,2.0,13,1.0
7NZ8Uq7Xtx4i7MR--1IjNA,Tierra Mexi Cali Grill,4.0,62,1.0
R36Rhjk95Jh70scUravEQw,Biryani City,3.5,90,2.0
L7wxBug8MF-Ag-u43DkQpg,Cactus Cantina,3.5,23,2.0
FtN_ctIlpuTcAInNIMiM1g,Taqueria Jalisco,4.5,16,
DCJefHxEStVHnX8acaq0xA,Jeenwong Thai Cuisine,3.5,20,1.0
jwp7_9S5IslgXnA7udfkYQ,Taj Mahal Restaurant,4.0,70,2.0
qwIF7ZBgyP01Cdt53aYS3w,Burgers by Wildwich,3.5,10,1.0
8tccha-xTkuNLiPfJYACXQ,Market Street Grill,3.5,9,
mnyk_gnb60vFB2o6Y8c2Gw,Rocco Italian Grill & Sports Bar,4.0,87,2.0
P7p-rYAkkOnPURxXx3Tg8g,Bella Luna,4.0,17,2.0
N8NB7lMryKMMf6SJUvzYVQ,Tony's Cafe,4.0,66,1.0
z9xBQXT6Ru19ySOjdGDIqw,Dunkin',3.0,9,1.0
pOCjLcWQskQjRPi6zdLvAw,Centreville Cafe,4.0,35,1.0
OwBgQo86CL2GmGX0OIUEEw,The Cheesecake Factory - Newark,3.0,263,2.0
SwDn4LYC7uzQMmIz8RMBBg,Corner Bistro,4.0,200,2.0
leBpyQruds138tREAfRvzA,Libbys Restaurant,4.0,47,1.0
gDc_CGQD__1IqL79TaUKrg,ShopRite of Christina Crossing,2.5,31,2.0
prjS_8VAw65e32UtoCj5AA,Seasons Pizza,2.0,28,1.0
4wvKerRd-Y88IX6E5lCArQ,George's Restaurant,3.5,19,2.0
CcxT3qxaAm9_3-q2h9zt_Q,Champps Restaurant and Bar,2.5,8,2.0
15IzVzKuvUCrpM1AFvDT_A,Brew Haha,3.0,7,1.0
n7XtDJQVnxb1UzPPzlOlHQ,El Diablo Burritos,4.5,171,1.0
d6CkVTvgiU-U-kLR1Mj09Q,Taqueria El Amigo,4.5,16,
ikqbPYXQNLIvfz0kymBnJA,Romano's Macaroni Grill,2.5,66,2.0
nHHOQf2pjLT5jUvkG-4DHw,Wendy's,2.0,12,1.0
4orl8-9N6Opr9FJjpsSVCw,Padi,2.5,23,2.0
r3dO-D1qFn4Jct7KDNvImg,LOMA Coffee,4.5,143,1.0
Wo1nGE9JL8U8MloV1OaiBg,Pupuseria Salvadoreña,4.0,29,2.0
vLiXVP1WHdilv13s5SnnQQ,Bachetti Bros,4.5,24,1.0
PEb_HioboxCfFONLZzVNTQ,A Ya So Nice Authentic Jamaican Food,4.5,20,
ZzCcljlsQco6WsRDGaV8mQ,New York Pizza & Fried Chicken,2.5,6,1.0
skT9ekzLdiQRg6Wo2OzMvg,El Mana Restaurant,4.0,24,2.0
R1NlqZdqYbs-KXLPXROS-w,Lamberti's Cucina,2.5,23,2.0
5xIcqp5q-6mw1FKaKpRCxw,Chuck Lager - America's Tavern,4.0,132,2.0
EQr26hrk8cEYsZjaMVU57g,Kegler's,4.0,8,1.0
FhI8-M6EYtwfrerkWL_VMg,Vincente's Restaurant,4.0,79,3.0
VKUUdRVElaufzQAI4OcxLQ,Semo's Cart,4.5,12,1.0
FoIzWtiwffKyfKJHsm7VKQ,McDonald's,2.0,11,1.0
prGQTaFLeso7Qkzy-lOz2w,Flavor Of India,4.0,25,2.0
2b-txFFWmKKq4AL-pnIxZg,Noodles & Company,3.0,36,1.0
l0qTrHzfkquC144PkJh4Rw,Merengue House,4.0,24,2.0
DGatNT8XO1aYuYVYGyWkPQ,Big D's Pizza,4.5,9,1.0
xHWi7ZQ0zlRoKWlfnmhOYA,Feby's Fishery,3.5,141,2.0
Y9EfIbXryZVWA3IVx86bAw,Olive Garden Italian Restaurant,2.5,72,2.0
5oEyGDeqeXeMfFXZdevtFg,Okura Japanese Cuisine Restaurant,4.0,61,2.0
RO1LyRwH2eZT_eNUN0dC3w,J.B. Dawson's Restaurant & Bar,3.5,144,2.0
rugDoz-A6vL-FG-8PbvOag,Brio Italian Grille,3.5,221,2.0
BEbSlK67eM7YnE9O5R7cGA,Papa John's Pizza,3.0,16,1.0
1h-Irop_Rad5LB9EBf59SA,Five Guys,3.0,26,1.0
70a-DEnbsZiYIjMaXnO8rQ,302foodplug,4.0,6,
TwZnsqJCFncURCDQoEypSg,Joyful Garden,2.5,34,1.0
J1vj7-l7v4jYXxSR6ffPkA,Kyoto Japanese Restaurant,3.0,51,2.0
eBo_ZnzWshp5Myx7ugbMhw,Terra Cafe & Grille,4.0,22,2.0
4mEqLXZD6aU3ymapf_hbIw,Pat's Pizzeria,3.0,24,1.0
bKeKYs8NycSzIYvpT_6ncg,Greenhill Deli-Pizza,4.5,15,1.0
YSJ2WaubNxMCnlNsZfIQbQ,Locale BBQ Post,4.0,59,2.0
Lb5Gi0VnxwtFXk3sMTSMcQ,Fresh Thymes,4.5,75,2.0
oa4bCkow1hrF6pqQCT6EGQ,McDonald's,2.0,15,1.0
e1D2n12gzzsyCdUdas5MKg,Crab Du Jour - Wilmington,3.0,8,
WjGfcajYECW1zEoinqpc2A,Panda Express,3.0,11,
IzUXCIMWeocK1fJHdrgJgA,Naf Naf Grill,3.5,50,
oZfUOoDJnORwQrDTqUJ-NA,Mike  & Nick's,2.0,14,1.0
LZquQqjVqoWFhVUqfLxUKw,Valle Cucina,3.0,75,2.0
m5fKuw8ZMfYjJLtcISCORg,Noodles & Company,3.5,26,1.0
51Fo_uY52A5oaI8YTHU5yg,Trolley Square Oyster House,4.0,172,2.0
XjaYTbAMsIOkofZJ4QSuJA,Sleeping Bird Coffee,5.0,8,
sy7uEcDtctaeYqD7HGrPCg,Casablanca Moroccan Restaurant,4.5,102,2.0
L3CwFF0JhicaxVfWzzrEAA,Bonhouse Chinese Restaurant,3.0,39,2.0
Qx6IaAjbIECWWaRuqjYMfw,Panera Bread,3.0,66,1.0
K3ZZua4ab6YLhPqZ_DEDlw,BBC Tavern and Grill,3.0,109,2.0
cbimTBHAiibDpq8O6mP4VQ,Trader's Cove Coffee Shop at Penn's Place,4.5,36,1.0
5QPZY59iu3a0C-jWsZR8ow,Charcoal Pit,3.0,214,1.0
QOMipQ_Xd2ISvO0MvAS_xQ,Gaudiello's Italian Hoagies,4.5,105,1.0
jQJqbe8WXuQNKlUNXfpXmQ,Pizza Hut,2.0,8,
s-0tlWRv3QQnFEzs5CytRw,Shenanigans Irish Pub & Grill,4.0,14,2.0
-rf-o_H-3_6XUrSxOLRcpg,Chick-fil-A,3.5,32,1.0
JgYdYd7qXgFXVjGWFJOz1Q,Walt's Flavor Crisp Chicken,4.0,17,
qC8Whdafj7-DQ29b7Rlcdw,Burrito Bandido,4.5,31,1.0
E9KNLJmufM-fFHV9xJSK4g,Papa John's Pizza,1.0,8,1.0
tpJSzkIvZYvGJB7rekoGjw,Unique Chinese & Japanese Cuisine,2.5,12,2.0
T3EnbJYkiMHutSxh0asEfA,Tutto Fresco - Italian Eatery,4.0,71,2.0
WXVb0_TPSNGjqRshykMY8Q,McDonald's,1.5,23,1.0
59RdMsr5iXwZnD_qlnPskw,DH4 Jamaican Cuisine Restaurant,4.0,16,1.0
dg3w68b9e4pJsdeCv5pHVQ,Wawa,3.0,9,1.0
NDk4qwpkU2npNZu742OdBQ,Angelina's Italian Grill,2.5,33,3.0
v22_o4QdnXqLaXSO9MZE7Q,1 In Town,4.5,10,2.0
lM5TtwwucIPIzEPeDqDaEw,L & G Southern Soul Food,3.0,52,2.0
JJF7J3UXCNSwCXAP4LojtQ,KFC,1.5,14,1.0
jXHjuZSgxAPCDZjxBXsPZg,China East,2.5,7,1.0
7T3curcaRIXUmbXZEE6lVw,Hong Kong Chinese Kitchen,1.5,6,
I99hAdRjOW31DfHW6MUqwg,Capriotti's Sandwich Shop,3.5,75,1.0
eUes9qc-i7WMkUIdtddNDQ,Burger King,1.5,27,1.0
2UPOe4CTsy57JyBWCjNWbQ,The Reef Seafood & Steak Restaurant,4.0,121,2.0
RjUlQqekSL14zu4rNOZuEQ,Jersey Mike's Subs,3.0,19,
pn00KcFyvm88u7uwzka7cw,Taco Bell,2.0,17,1.0
IHO1oAX0PrEQo5VYuipX7g,Culinaria,4.0,53,2.0
8htTVv-lUyz2SUXKcwSC_A,Big Sky Bread Company,4.0,25,1.0
LOYex5JW6KuH_4t332wzsQ,Kelly's Logan House,3.0,69,2.0
ULnAfyqr9dL2_yRsHdYFEQ,China House Express,4.0,11,
4hWPnJWr1pJYOcI0CGrzWg,Green Room,3.5,86,3.0
BJxoz5d_Z45JasgZ7o-5_g,Satsuma Asian Kitchen & Bar,2.5,41,2.0
pcT9YZDxLYRriQhWz-PnhA,Hooters,3.0,19,2.0
DB36BjmWWPkWqESu9tjIaQ,Ciao's Italian Grill & Pizzeria,3.0,50,2.0
MHCH84BAFfYXyY-NujHG7Q,Sonora at The David Finney Inn,4.0,9,
gFOs5ho8kuPyYBdVkR3VHA,The Brasserie Grille,2.5,10,3.0
NzuiDTVc1KOBPb-ZJgG2WA,Yatz's Subs and Steaks,4.5,26,1.0
u6J-aO61VRmS7NKeBzrSjQ,Buckley's Tavern,3.5,219,2.0
2KnB5sR6QmD8YRcEGsa8ow,Dorcea,4.5,25,
mHwn3XzGpyTXAe167aHMyA,Royal Garden,3.0,9,2.0
gkZ6iiEfnO7I2UzOHbkzrA,Ulysses American Gastro Pub,3.5,248,2.0
4EWOA4I8_oszeXs7_ejJWA,Avila's Bakery,4.0,7,1.0
CFBnmxqAm4vX6v4BFye70w,Banks' Seafood Kitchen and Raw Bar,3.5,287,3.0
y_ErDiWeXxyYcL1_U966qQ,Yi Palace - Wilmington,3.5,118,2.0
LI1pBFuAuen2hD2a5rilug,Torbert Street Social,4.0,37,
BHTpjNMdeja_cg9pRnRBOA,Kid Shelleen's Charcoal House & Saloon,4.0,217,2.0
CQgXWdtFDfshGMVpWqE15A,Cheeseburger in Paradise,2.5,34,2.0
YiNkf4WpIwLjsJPmgUeCRQ,3 Stars Pizza,2.5,28,1.0
rRWAgAsFhtXbhy8GoSt-TQ,Domino's Pizza,2.5,9,1.0
sL_JrM7Llw5arZh0-JxZ2g,Zoup!,4.5,51,1.0
i8uaneoCO8Nd6FVa02PBLw,BarRoja,4.0,27,
zfZvIjyu_hsnrnDcUZuBqQ,Pizza Pro,4.0,29,2.0
OfUF725s1RaoaEOPY3hwZg,Poke Bros - Wilmington,3.5,46,
Ds8E5RPjm2UHUemXJVTs3w,DECO,4.0,41,2.0
UVYxBJITEqiM1BJWbfUYMw,Papa's Pastry Shop,2.5,9,2.0
gHPS6jy5UzfVUDLUE74Y-A,Dunkin',1.5,7,1.0
XivGJBspUK_LWVRyp96EBA,Crazy Bone Cafe,4.5,10,1.0
_-pljHy_NUTTdd4dQBL-Yg,Hunter's Den Restaurant,2.5,31,2.0
O-k86O0GnQgBn9KxUiE1iA,The Chicken Spot,4.0,11,
52pgQaYBZx8axZK4mPn0Ow,UDairy Creamery Market,4.5,36,1.0
taQYHTJVJsnguw_tfEBShQ,Eat Clean,4.0,16,
QaPPKjlmCqX98J62Y-dlkg,Delta Restaurant,4.0,27,1.0
h0jLNrV28BX3AC6yHaN2Kw,Cacciatori Pizza & Pasta,4.0,37,2.0
-HlTwWdzyN7Ec1xTjntfog,Krispy Krunchy Chicken,2.5,5,
50nOu5uopq2EbrSM90ZxOQ,Three Ddd's Steaks & Hoagies,3.5,19,2.0
dRFSMj5Q3lro4UDeN6oCQg,Bogle Cove Oyster House,3.5,28,
wmDbIUgNaiemdgc6S2_-_A,China House Chinese Kitchen,3.0,10,
m_a1nzDkdwYV9P2FvxqGsg,Bistro Jacques,4.5,13,2.0
aRetE3hno9ISsRMaRaobGA,Lettie's Kitchen,4.5,64,2.0
LWIXucbDnKfXt1se2wtqLQ,China Royal,3.0,9,2.0
m0goxK9IkGhjoyfEA9ZvBQ,Carolines,3.5,6,2.0
pVNQNJe5D5jnygJjWwSnfw,Snuff Mill,4.5,11,
8nio_7eFGbCSLhiLwbWvdA,The Dog House,4.0,140,1.0
evrQGHs_lC_fmEniotaX8A,Turning Point of Christiana,4.0,140,2.0
2kDAi5Od8S7C5QQ0TvLVxA,New Hibachi Express,3.0,13,1.0
i6-HSvdSaNy-Sr4FXiM9YA,Mystic Pizza,3.0,9,1.0
wYvNRu5yElMs108nz908hg,Tailgates Sports Bar and Grill,2.5,22,2.0
86Zz4Bysrm6GIBpci955wQ,George & Sons' Seafood Market,4.0,88,2.0
7PmBvrYIRJRWM9dfp6Mv-g,La Taqueria Riverfront Market,3.0,10,1.0
Soz-9beX1fUmz3Yxp1sphg,The Greek Festival,3.5,14,2.0
FnI_J_T63I3Py7GnnmDaWA,Sushi Xtreme,4.0,91,2.0
msp4nQ9YPzSA7d6fVbSrAA,Tree Garden,4.0,62,2.0
GsTHcKsO4c9ZnK0AdwfCpw,Starbucks,3.5,9,2.0
MsahEUyFXv-chom17KI_3w,Appleton Catering,4.0,5,1.0
Ry_VL75WDfuudBMu3q4cAA,Dino's steaks,4.0,7,1.0
i5PMM5ERgui9glBLO1vq9w,China King Restaurant,4.0,12,1.0
sRATWcg2MaU6_wVVLCmxog,Tasties 302,3.0,14,
vnANhbKBSyn_Kxul3ReR9A,Slack's Hoagie Shack,3.0,12,1.0
0EYptIjdWCC41e03GBWwOA,Zach’s Grill,4.0,12,
xJ2-lBf5qtfyDCrAwrOpdg,Pike Creek Pizza Company,2.0,12,1.0
ryqbpGS2tPKo2d9DkEdf4Q,Taqueria Los Compadres,4.5,71,2.0
OHtGdFojocDNolQYDWLnWg,Taco Bell,2.5,23,1.0
LsMs0NL9jBukdsPqTP-sOA,World Cafe Live at The Queen,3.5,54,2.0
qOFcDjpUw5oeV7LIdDAubg,Green Box Kitchen,5.0,20,
cemvFp_hGI_6ev5_pd9Lew,Tony and Dominick's Pizza,4.5,41,2.0
lkAzVdzEZE0jEU91PmvQhQ,Margaritas Grill,4.0,33,2.0
-jtTmbqX3jeMs4z693SO4w,V&M Bistro,3.5,93,2.0
N_Pv_9FMS47hR3w6TH4rmg,Szechuan Restaurant,3.5,28,2.0
W1TfZnKeZxP5KaNPB3SXxA,El Amigo: Taqueria & Store,4.5,11,1.0
9XzPqLGIkuN1rmqWH7aP9A,Legal Grounds Cafe,5.0,87,1.0
ja-xLPyx8Ha3tJ-tx-0CCw,Tj's Jamaican Spice,4.0,7,1.0
AED1P8U_kyYerD1OPndpTQ,Papa John's Pizza,1.5,25,1.0
fqyKLWyaBHAz8I-FhEsruQ,Oasis Middle Eastern Restaurant,3.5,75,2.0
nyISj6w5j8OBgbG88C5rZg,Capriotti's Sandwich Shop,3.5,44,1.0
FWasI2Kq6OGBN60pvN__wA,Burger King,1.5,8,1.0
7soL3w71DCyyoC9XKLODkw,Sixth & Pine,4.0,24,2.0
bOsKg2PXQeSjTPWYNFnKxw,Bull's Eye Saloon & Restaurant,3.0,18,2.0
nGcfY8qVamkNIW7emQlfSQ,Don Pablo's,2.5,127,2.0
uK-mJE9L3P4X80gKp69i9A,PrimoHoagies,4.0,41,1.0
_6BiItGONFUlzOYEYBMFkA,Trolley Tap House,3.5,78,2.0
yEHnyZkYPROFuSf8jDfVVA,Colbie’s Southern Kissed Chicken,2.5,21,2.0
13l05k8AeGBJOIp5H4wlIA,Applebee's Grill + Bar,2.5,35,2.0
4B1NLfBJRfeJ_7bKVTNa_w,Evelyn's Soul Food,3.5,52,
Ct_g_xmNh1wvpfTD-QLI8Q,vPho,4.5,217,2.0
plf8Gya3Yzhy1pA_pUXWyg,Taj Palace,3.5,12,2.0
OIeYD36y99Q6xObzwCJPwQ,Cuzino's Pizza & Pasta,3.0,39,1.0
8zSe71yhFMeydp1UKJrEEg,D & H Jamaican Cuisine,3.0,90,2.0
trkKocO5llb_3z54Q01q9w,Mike's Famous Steaks & Subs,4.0,39,1.0
0cLTDo4xyBWCxp0bMmwjIw,Chicky's Pizza Pub,3.0,10,
TPYRKrXsdUfOUQNFm6w_3w,Bellefonte Cafe,4.0,100,2.0
S6ACtNZ5wY0EjmK07iWUgg,Iron Hill Brewery & Restaurant,3.5,512,2.0
CUHE082XLb3X-vKsnFp4aQ,The Greene Turtle Sports Bar & Grille,2.5,88,2.0
it6lzjNprkWZ2oKIHdfslA,Little Spice Indian Cuisine,4.5,10,
752g7SDnEV4Jcj_fsEvWxA,Sicily's Pizza,4.5,5,
jFUhWIXq4dDyMY5Z1yzwQg,Stone Oven Soul Food And Pizzeria,4.0,8,2.0
Wbqv9rUtbNanq-hhegOYsg,Pizza by Elizabeths,4.0,180,2.0
DYIwMZs0aA0VqvzTAMuxag,Seasons Pizza,3.5,20,2.0
5pQ2MsxB0eV8NDPJMO2DSQ,Capt'n Chucky's Crab Cake,4.0,6,2.0
GLdfpx0O93HoIJfHonV-JQ,Market Kitchen & Bar,4.0,21,3.0
UGRRI0KG9S8WI-oWTaPaHA,Joe's Crab Shack,2.5,151,2.0
YLzdt-K1lTH-SaE8j5NqIQ,Salvatore's Bistro & Brick Oven Pizza,3.0,6,3.0
_BDXbsPPdSj-MbdwdICqAg,Wawa,3.5,7,1.0
iGJ6-XgJrOkEgm-ahmS4sA,Sunrise Sandwich Shop,5.0,14,1.0
