reviews_id:ID(reviews),stars,useful,cool
Wu4C_6Eq2Q0v7DZJDIvixQ,5,0,0
zZGT-jLgC86PckKy2EIRyw,4,0,0
BP3S7aOHYi5GVc2Ent1RYw,5,0,0
CMTg8vDUXe6gVkcHfGUcBw,3,1,0
j6qnzh_DDH1aPliMzZuWmw,1,3,0
AgU5nlF5fNph6uH6bxRrxQ,3,0,0
K6_lrjB2TF15QzN9brptGg,3,0,0
Zicye0M45YbErCkyIqIaQg,4,0,0
EY1A6x4yUZcRcXa9pSrrAQ,5,0,0
0hvGnLQ4kmHjvAeI5y-aEQ,4,1,1
rAxKg9Ie7CjYhjvNEBI-vA,4,0,0
Bav5YAnEmlrV0KOEpc-3TQ,5,1,0
908JFFZW9rd8_iZSNsMpow,1,0,0
VOOO2bXRaow0kFeskOpw7A,1,2,0
71cyMTLvF5AXxMyDblAgxQ,1,0,0
vDlyAYiyONsx-QIRhFzUTA,2,2,0
aFsmR9cLbS3WDMIrI-VMDw,4,1,0
i7cBFzET7A6uAF7NJPQ48Q,2,3,1
kxaNlTfv_w-IO_tBBZQCfQ,5,1,1
SUkjye9rvHLeneyXyQD24A,3,0,0
gGtRixIV_pg_uVRTLueGoA,2,0,0
XJc90Nqi3ZhFnF4tLEcSkw,3,1,1
Oph5JLi2rd9V2ID-jNvebg,4,1,0
ulCO2jJQCs86Tc5bgWFoKg,5,0,0
IK2h5bdtu3CgDvvHosIolA,5,0,0
jqVgU7yuLx8gU_YXQB4hJg,3,1,1
TF00oU06eZt-4WUwDZuAoQ,4,1,0
6SXaV9q-EMOs51xAuQaheA,1,5,0
IzeWdHADpTcdGcH5DAUs5Q,1,0,1
TLkjC49mumkEsltgQi1TDg,1,5,0
xy80xMPMLziDQuh0WHMUuA,5,0,0
YyjVSthpuiXhFGXLnbZiAg,5,0,0
CiPmdbbfwwREJxeJAkrHHw,4,0,0
nVPmOFdbMwfSOorqZS7t2g,5,0,0
dZ6s_EsbRyVTcxixf9EXJg,5,0,1
kGKSjc2149_Z85xszP6b-w,3,0,0
ffpaW6AI-4rVWA4fBWghfg,5,0,0
L60-moSB-KuS7yTUODXXpg,5,10,5
NNhBxQ2YWKvRTEMzKkgrvQ,5,0,0
uLa-DRhJgOvh8TMythtIZw,1,0,0
304MRxuQ6T5gDjDEHUFdjg,2,0,0
VgmXcQulAueEIQczwa5Kmg,3,0,0
p5mGCgxCU8OWapRqbpSjmg,1,0,0
ef5tlPzQO_h-H1cK2wjFbg,3,0,0
KqVGa638eT0hGQ8VO6YyQQ,2,1,0
44E5bD6-13Ktyg3TW2aH7Q,5,2,0
HnBTJZOF8ZLW6r4p7votag,1,2,0
x2x_PRrNQVrZ6dfgC9X33Q,1,0,0
oRi0neNoYVNITAZNl3AjsA,4,0,0
nbyzrBYRLG19cJSe_QpFWg,4,1,0
fYMgVhfF3bvC8ZK2voSBVA,4,1,0
j7bOlPPwQBdaRJTD1XEliA,3,0,0
Xl0h0RVqrTMaOYaco2DMiA,5,0,0
vecNi5ggpPb20_0SVUQLpg,5,1,0
0oG8ScURCCwIMF7FuLMRoA,5,0,0
JU6yjWCvOuV5sa-DSnO-7g,5,1,0
EP2Fb2GXefnExr5FDn-v6w,5,0,0
MVeO1-YAcyCfHL_Yo_onjA,5,0,0
7cmn9ChW_VLbzvPGHifGFQ,4,0,0
kZqCoSbbsLHlxA4baa38kg,2,0,0
Q7CYjra_Ox-nGvMCgkFrkg,4,1,0
xlRaOgdKru06VG0uM1jt8A,5,4,1
QGHsC0uUe7pas6omSGt_Jw,1,0,0
fp_Dikqp8TaRJO8qw3nk3Q,3,2,0
lBn4ESrjPMfj1UI2iazFoQ,4,2,1
EiwbCFv1VmPDE1cT4FO3OA,4,2,0
xo7-KES8IDDP0Y4cR-DBPg,3,0,0
0iy0KUD2gUVUg3G7yMh0OQ,5,1,0
ZnXD3FLbMD1t5s92JFlV0A,4,0,0
cEcLd4AHcnsC1JFIILK6DQ,5,0,0
lIdo8p_AhYUJwllQssGecg,4,0,1
bcjiLakTt6Vr3YseyadnfA,5,0,0
AnP_L_6CyX1SGpkhQvR04A,4,0,0
zhsZ72BIjEE1IdbdhS74kA,5,0,0
zvR7-pkZiqdiq_1Zw2MLhw,4,1,0
1VpJZi1phiwrKBSQsMiQiQ,4,0,0
iZVLFth55p5QR7yJgnqMaQ,4,0,0
DNcIjX-UH_V3jXUTCvpBcQ,5,0,0
9e3lbXISxrsELQT9hUcRug,3,0,0
d8tyTjVFz949pXwP7NfV9w,5,0,0
GdoG2lndg9T5ulSKcvsOug,4,0,0
ESQUbewkXExzbJ1EPqT_MQ,3,0,0
cD_5SD4rVXQH5n2utTz5Uw,4,0,0
cly8WtUY7934FdcyXund1g,4,1,0
0AxgQGqAIKkL6CBXwDHq7g,3,0,0
xQyvtInV-51vpuEUdxBVLQ,5,0,0
PHB6a7zGrBDvV8E83CBSwQ,5,0,0
ENHthIIvlCiBRfr5rc5fWg,1,0,0
0eVn9BDZO4al2-Rfebe1wQ,3,0,0
vnojQFsL3DmUrLkWS4eqtw,1,1,0
F0xYJGZN0BX2kN_lEKsY8Q,5,0,0
4T22JcxCSQMMcydp5d4Zag,3,0,0
iMyHzLYW-D2axJ1_8g1PUw,3,0,0
h6lw3GesWgYQ1Oyj2P1g5A,1,0,0
cslMANcHUyjEHcKWDPcMqQ,5,0,0
-Gi_0tJbrxY9c0Vt6WwlQQ,4,1,0
VHCKpty3Wt6QOedHeteYYw,5,1,0
y1ATc9JnRUX095nyqkRm9A,1,0,0
x8O1CzQF-7nUlzTznMmQ-g,5,0,0
J5Q_gYgPqDVmTIvEx7L8VA,5,2,1
2nZw0cBndJM58W4OcHKPMw,2,0,0
87i1TQut67VTGIu8ByOkGw,1,0,0
adlGWZlzE5oJBxwf5gnmcA,2,1,0
14yQisCK-yYHXziYNQL-JA,1,1,0
RvtsJuEG8GQFrQjCnTarSg,4,0,0
kUr8WVeyNRFK2TDWwLj9LQ,1,0,0
FXNuhj5mq8sxlV5rd33ieA,1,6,2
0GvZJWo8woCh7mR-k8u6sg,3,0,0
h8PM3GwyPa2Nb0AUYVeLEQ,1,0,0
IMMxE5EnPnOwMTqWry-uww,3,3,0
r1tw2LBifmqXFdsKa_C4nw,5,0,0
af07VprOX1DvC8P05kkgfw,5,1,0
JjA3OKrkYuMCFTugl7m5-Q,4,1,0
hbBYr0b-AeGadvN1tqZGmQ,3,0,0
CSlFXMMt7ZFc5KtKJtTm3Q,5,0,0
guKa1HLFhvA15KdHymbE4Q,4,0,0
5W9zDVTfoPosVq414-UwQw,5,0,0
niunWlDbswvovXp4iFW9UQ,4,0,2
bXbxQgi8ydU5QlmiNWKIeA,3,0,0
fFNFCvALIYSuExDLZn2L5w,5,0,0
QREXOcxGofRMx0fbkAcylQ,4,1,0
xN43AxAapxh38SDoWz4WLw,2,0,0
fb2yWqXxQ5TTICGPd1ywig,5,3,1
rGV3oTMWWI-4bUO-hEzq5w,5,0,0
rhPeUYdzdM5KU4un8SrKug,4,0,0
YQCwQxfiy2dLYX9eExYfsw,4,0,0
2BiEfjn1Fae4gvXF-U3PIA,1,0,0
j8qSXNmXbPwPAFwGvVT7YQ,4,0,0
s2iG42j8bfxdZkAICSfUaA,2,1,0
zVcdYdZNato8iFt6YjhLnQ,1,0,0
n5C5CgPsdzAi9nn7NRQ_OA,5,0,0
qfne3ULG3BPN6MIo5fmKYg,5,0,0
SIrF1zqRI7eKuFyu2tO1nw,5,1,0
ghz_q6aM_VaS9xkRWq0FCA,4,0,1
Y3Cxtm_mW6Qw5NgTpOZxSg,4,0,0
3jx47Y0SnTGy2AvavBKDTw,5,0,0
FmqMd9Zg4aO2tum1zYcEeg,2,2,0
v0lC7pGPZMt7AasJgENzRA,2,2,1
ReRUrZnLaN7jkjLFSWhDag,1,1,0
YT9HX5536_HT-ci-uzpRjw,4,0,0
fAtVT2b6rXrcEPPMVsP8bA,4,0,0
-mRz9NtFzfrCcWjaXJvcDg,5,0,1
fuY-YrL7TU1J1ecQq7lflQ,5,25,20
yok-taWtWHWOTv6NTlvxGA,4,0,0
vHhLVRf0puOgQxgjj8llow,2,2,0
yxyZUl6eFMszFjEcNmqUFw,4,0,0
IQs_JF5hufojQQuqSYwpPA,3,1,0
Nula2RtDKV_kIoiNsSLXVQ,4,0,0
Vvonbss8xk3gMzUuTeq2Kw,5,0,0
kWSIBkyXwgrK11eGaJovXQ,3,0,0
1qn01eiOKl1WoPh3J2Os7A,1,3,0
tJrIrgaRVrqJmfVQo-7CPA,5,0,0
gXFKnnkijhB-VnGU2v8duA,5,1,1
0S2uhGeoJvJ0M4GChiopTA,4,1,0
vVXNWkT9_wnpLs_a_ynytQ,4,2,0
2hgCJ7rQKuy_cJiqHSqgWA,4,0,0
GJNdMmZF3b1huwCKPwLnRg,4,0,0
IgLJf01sH7hOrZvc-LILsg,3,0,0
JS8jt64O2qOCyXOVbfO4Sw,5,0,0
7lhWk4fNFrC3-EV0BmGShg,1,0,0
XRtOxNEnMXaGXRgKYuop4A,2,2,0
DmvEKGrkEJ8Uj0tA5qe6eA,5,1,1
V45Fakk5lgfYG9aUmvLFfA,2,1,0
SudvYal6U30XJi2gdQBHKw,5,0,0
gdBlY08sirOJousXNSUbRQ,5,0,0
7R7u6RLKcGJK-E5uHW8tgw,3,2,0
QMLxhoiAnr52KMyOOR1Isw,3,2,0
gW_AK8UAePgtq-h94MMWyA,3,0,0
f9wPc1QwiW5GGRjKiqza9A,3,0,0
RWHapAMXGurb0hCa0_yC0w,5,0,0
dMbqkw8FqEzVudJT6b-zAQ,4,0,0
_KL4goY0mlZhA4tRwmXj6Q,5,0,0
BIlak7hQ8yBDzMHRxKHTxA,3,1,0
YPG16ek7vqmeslvMsHiJhA,4,0,0
wY1cM7wZvMkgnyVJURWDCA,4,7,5
EGyFTu8dlbQciyJZmTR8jQ,4,0,0
zrL7aXtNJPjS8JpC7xiwdA,3,2,0
jqmTKIdRRj5-ftd6xM_vBQ,4,1,1
74Pb37uNXyTSHtTtKCqRLA,3,1,0
5VGh2mbrWskqpdKNd_iohQ,5,7,5
8SbXjjg-yNNgnruRf8JBAQ,1,0,0
JmAwF6-XJrMv27nmE6e_jg,5,0,0
YoPkBlv9RNkoErkfOj3qxA,5,0,0
aDPRTpUzi1vSr8pZ7nNKbA,3,1,0
NE9wyCi4tChuRTHOB22C-A,5,0,0
gw1mRlAVhWAiwGdYcN-FEw,1,3,0
qm0DZHTfHU0UOPt7OWBjjg,5,1,0
pYg7xwRuLUuGUVZhjCVpFA,1,0,0
eLCD0avTnwp8ghPrT72hww,4,2,1
UtQzyOYBD0999ZXB7_sZfA,4,0,0
emjmwN8sz1PV5w3FIEXNKQ,2,0,0
m5zSMDYICZViXRYZG7Mh6w,1,0,0
5r_C4gM37r0PPUqPE74Z9w,5,1,1
1OosiredrHwlmJYbpVZgmA,4,0,0
6lChmpAf5XMzG_1U92vnfg,5,1,0
V9b9xaF60LqstTENlZfNQw,3,0,0
29PidlA0OK0NRXgHyJz5dg,1,0,0
TexxyQUp4JU-4PVj7JAEqg,4,1,0
xJNFmJ-g__AFPcfLQYFtrg,1,0,0
tIAXH3d4PLMvwyyRJkm3xg,4,0,1
uIz9cKO-zzus9j9YlD1uzw,1,0,0
pFtgJhTZlI7YQbLwLZqUFg,5,2,1
TdBC8txcJUNgDq-wMV3hSw,4,1,0
pBSnMIWPx3ylEvLZgEtM5w,3,3,2
jWi4rfqILWq-ev9wvh8pUw,5,0,0
NVCYSN-IB45G-61pxERouA,3,1,0
qpHxFKDqXROKrk46peD0Pw,5,1,0
F2c2Lq-2AAVug5eXFXYdEw,5,0,0
PXlGqKqh64HTOn5wnnnfhQ,4,1,1
1bUYeAVH_08AhrdTwYPomQ,4,0,0
Xj4l6H_gBKD_nwNAGmFZ7A,5,0,0
kQqvufGbeVkzsDdacRV06Q,2,3,0
jS6a78W7NZ893aFlGvW0yQ,5,0,0
7d_CRh87llyJX4k_KtCi-w,5,0,0
q6UI15xDHY38nvXRewVAIA,4,0,0
9uSHPLqd-iUdSLNQmb9cPA,2,1,0
70nuD2KP-kFn4xr-bXyHXQ,5,3,2
Z1ZlZBK9QAyMeudBdaU-Ig,5,1,0
gIqes-BVjKawVBTk6SgvIw,4,0,0
nQK-wiSrKZ6Eb9V-aMj2ig,5,2,0
koXkOwxZyCh5Ks3qIXVBvA,3,0,0
bqjGY8NGJVhuIH03D96X_w,5,0,0
dsgbUMQ1HC3UC6OFgMfgew,5,0,0
7NbOKAA14Gy4qw2PCRmSmQ,5,0,0
efOtq5WhiNs278-VTrGs4A,2,0,0
hdwY0syichPl_D4eKVkmCA,5,2,1
21Mj1H5-oR3KSY5ZwfqlTg,5,0,0
bohKAQIIwPDKHCx5G8TVzQ,5,1,1
JYY0PwN3QVmaJTXTxDZpsw,4,1,1
cKHjUlQvkTwD8F7BXY4sEQ,5,0,0
Sx-O6YN4HMoTAwUM7hnjvA,5,0,0
LiXRyPjT4J9FIrIRkbWplQ,5,0,0
0IteN1jSyktqY58qIU7uJQ,4,0,0
fTKzNs6c-KhYtjQ6gKaD2g,5,0,0
kQsKDVjmSkEJjXb57ymktg,1,0,0
YI2pFnj7ZMEzfZJk4UqvRQ,1,1,0
NIOB4BrIR0WNPxM8IyttPQ,1,0,0
orjXBHgaf6L4Gt_8ZxYP4g,5,0,0
GX49Ot3bh22497aHyppswg,2,1,0
hZt0yyH6aWxodf0RUqgxgg,3,0,0
3IhTqUvdG-gSZJ_z6JYDGA,2,2,0
kEdLOBBqO_zCCJNQs42RQQ,4,0,0
v5ttL-GR4-4XHuPVNQo1CA,3,0,0
gqjpRKHL2pvDZ6skMY04HQ,4,0,0
yoLjnSc8FLp6tGcqadnTrA,5,3,0
xXGBb37ZsmQfk6Pc051KHw,1,0,0
_LZgV0gSQJiVmMm94LUsOw,2,1,0
IkgonXXy-rBsEfhrODil3g,4,0,0
JwAj4Bxc_o4km_lAab8wrg,3,5,4
GKApEm41VF6sLycw-2pTGQ,5,1,0
QtpRyBAvsCg3L52-LaVFug,1,0,0
X_CfOHydAHRrqkVKMqTsQg,2,1,0
qFbWIMPB9OJd26duefE2pg,5,0,0
MbGoNkfwcbYNCgN9ZNNYzw,1,0,0
cMqZ6kGXVCUuz8CYsmXuKA,4,1,0
cjoZ59sMSJ5deyG2WI8_MA,5,0,0
NN-P7dVqxbAZr_ZVwoIwcg,1,0,0
8mcjByLUr0Bogsp6Ut79sg,5,4,2
mBFND8tDXehFZ3ekQQl6dg,3,0,0
tS4xhXFqo-QlYxFiM99gBg,5,0,0
qqOZa7i6ABOK6QDH5O_0dQ,5,0,1
AyEzq1lp_HvHfoRUSBtY2Q,2,0,0
baGPM34m44z6FczkZirj_w,3,0,0
AQLoJsUyAAUgdmZbn1o_qw,1,0,0
DYtevieW67OngBQGLQkykw,3,0,0
AmvkfMKllpksoQ2g7GDO_A,3,0,0
wJ8Tj5XgZTByd4WCRrTMcw,4,0,0
8FX3o_vJ62XD0uEch5HSfQ,5,0,0
vYv2veXrk2a0sOnUtOfp3A,4,1,0
cIhmgErcZYfTKDtizlibDA,5,1,0
qVX66wy-asFQuSH7tL9dHA,5,1,2
RjyCWMrIqw_dFQZJ8-EbuA,4,2,2
ExYbIZe1G1z7-qOyLrkf6Q,5,0,0
86q_y5YW5CKkisDvinTZ4g,4,0,0
Ru1-QnBhGmLqnB4J50lHsA,5,1,0
WKuh1fRdz2FSdqysaHs9iQ,5,1,0
qB4mI9Xh0dbDg0nIiIRRZw,2,0,0
uzncnnBZ26rFQPnsnS3PXQ,5,1,0
Hcru5CaB8uSbPNk3cGF9MQ,4,1,0
UmCX2JUC4olBdvFjFt9zuQ,3,0,0
syu6bfuAiDckdAaAgmHx3Q,2,3,0
fkQ5FpPe9a2-Zzpo3_KqgQ,4,0,0
KPmaF7rOBu3H6TlPrpteew,4,0,0
XKCJyKMKi0sW9Do8SaKX5w,3,0,0
lJK7iZErgKtshj1f-E98TQ,5,0,0
nhZDh0rL0aDLspTqc8xd-A,1,1,0
WmvL87nu9ehcELMHdnLKkA,2,0,0
2he94PXtUiQmNkscbhSyeg,4,0,0
Qahmodavuq3YG8OWi__EaA,3,3,0
NpbQpLrh3qa3CZ75rX5j_g,1,0,0
s2Eyqo5abQaEn0Vo7BpHRg,1,0,0
jmkY9Z8Yv0l1m6o7eb17GA,5,0,0
UIm8z_NUK-ZAs5uu6tjM-g,5,0,0
IXX0cSM5o1R_clKNTaYBJg,3,0,0
bWc4wld-JVgo8C6AYhcv8g,3,0,0
TWkEM2XNpl3xls0fwLplwA,4,0,0
x14CPNAkCXNMagF4EbBprg,4,0,0
M_nGbThCOWD4HgjxFwu_Bw,2,3,1
2HeO6O6rKNJXnswMjb4VKA,4,0,0
xi-Z2WnRMMuqkIzqpj2Hhw,5,0,0
YbY-XVF0MLEzjQ_blciYsQ,5,1,0
cWhDXRORM_cOmoVolJTpqQ,4,1,0
kBboZjIufhWLSM72Gw2wFA,4,0,0
uM0q2j5TQ0q39CkcSbCOJA,5,1,0
K58zwJMrt_GjL1iV2F-W4w,2,2,0
upiguHmr4Ia72-tF1NpI0w,5,0,0
_U6nW2SDhsmXg6ib4CaZSg,4,0,0
SCo5V9Lwzl_fJ1d3s_m0nw,4,0,0
hcETTFsaa4JER7NK-_XboA,5,2,0
i87_enyEK5Vlq_tWORqYKQ,5,0,0
umreNM1oaLkFwU9Xu_u3uw,4,1,0
NcixwwfktBypnl7JNFuKhw,1,0,0
bcJEgt0gBx_6m_F-EopB6A,5,0,0
P90HRbiPJAkpDETlFN4r7w,5,1,1
A8j-yg5kX5LgjmD9C09UCQ,5,3,0
9iHRFD8--P2_II19GFf9VQ,3,0,0
6u--pABiKjLcoi2wWHfa9w,4,0,0
YroHNlWZ5MqXB9z__ZuGpA,3,1,0
sZosB0FctFqiIartXNOQWA,4,1,1
zyAPXldlIxLcRYb8RXV2Ow,2,1,0
bw5EUoU9S4Zs2NyFkW5pkg,5,1,0
dLLeV7YoaZQZ1iKvT5HgZQ,5,6,2
CV_PPu3LwXH1ZRY1gQwckA,5,0,0
1ephfYRuMbWI6Ov1jOOudw,5,0,0
4s-iPF_Io0WDbKa253xGMg,4,1,6
fuFFzkMd7XIUSZhCmvwq9w,4,2,0
PHCfsu0S8t35WARdJLBINA,3,3,1
Wf6_stzMQxWquQJbAcuVlw,2,0,0
9xQR3nd5bl3rz2ofezei_g,4,0,0
UyjHS77kFVmYzfNdESdYOw,5,0,0
Vc6jnRzQTRQZsO2diFseXg,5,0,0
RPavu7qZ2QhVbNJgfU4kgA,1,0,0
srMrxR9bxJYXw2aB4a7uww,4,0,0
q8QvXd9odw9EAOvlnygwTw,2,0,0
rQ9CXyVJMHp99RKk8L9m1g,5,0,0
P3PpYJNGQ72cCTeI5vtuFg,4,0,0
08yJ5qtjRv9LCfp6tO4YDw,3,1,0
4YkB9OibFtC2irGbJdJkgw,4,0,0
LugY6AMxDRundlT08A9qOw,5,1,0
kqQDj0Vyc92KmMGwfcgkDA,5,0,0
w273F-_kEn-udbLgYOeVXg,4,0,0
CgzRrUOCZiZV4GvlCqzD-A,5,0,0
kCBu2mOhTeQq_4w-WnTETg,4,0,0
9LrdF5or25wQgxXLTp4zSA,4,4,0
NpE2cUPC2CNnaGk8GEcJcQ,5,2,1
ZxkJm8u1sfT_SE0aeSun2g,5,0,0
mkEJisRSziZCh-965Cdw5w,2,2,1
Y-v4bM5hCg9DzUdnqiY6GA,4,1,0
Lrilw6uIrXT067UwwJ5Nqw,2,0,0
Vvvnkdhj_zy4omI_V8SzfQ,3,0,0
1LjYR2qLa8jP4hg9rh1BPA,5,0,0
jCZuZmWNz0wpm6ynRlrcsQ,4,0,0
OBWJJC4ZoXU76SQPUgkojA,4,0,0
fITTyiH2Qkx_d084FIO-qA,2,1,0
QIWILF-M281UIyyBuquanQ,5,1,0
A4vpL3PVUgYZx6D9cXeWaA,5,0,0
3wcivkWz5P6QCOGqBumO-w,4,0,0
tWx6FvCeLIJ4vleco8i5wA,5,0,0
igTBMcwLftHluLWRt6DsGQ,4,0,0
Ja1FliloEUiSaZw0ft8qxg,5,0,0
r8hCyDaqrJafsBa08-SAtA,5,2,0
xm_wMhch6vvQ5AzSNhCykQ,5,2,0
JY53ZYBMfq9vAB3wDAodvw,4,0,0
9lfIGaDumFBHEW342E4bLg,2,0,0
J4ftVW-upKhg48FvoVAipw,5,1,0
RbcboLZdlSsdsib2cp8Afw,5,1,0
9cebmtuQPYmFUqiSXlD6Hw,2,0,0
8B7RIMDZZS32PjzVG5mToA,4,0,0
vhnBhx_yPRbzFZdj7KuC4g,4,1,0
eCZqSEJKeR5OLp53-XglCA,3,0,0
A-WRsKWiImE6Afi9oTDsWw,4,0,0
90tgNBIzOTp18SI-hQBMOA,1,0,0
7Wud5wSP2RqniITS2xh1ng,1,0,0
erKeoVVMi0dL9S2SWorvNA,1,0,0
C74Zxw-9-Hr0OzlPZT_1Cg,2,0,0
TM4Uhd1TsFHgzElVU-Tz8w,4,3,0
VW4c4UCiyisnSrbnLoymlA,4,3,3
wYil_JlQ-aipzvTC6gW7AQ,4,0,0
HjJrw0r-41ik1C1N9X5xyg,4,2,2
NTjU6CDVjzxBMg2sVFfbdA,5,0,0
aafX2eKoePNWCaTjOdcAVg,5,0,0
3R5pI_E41YRdvt23XCYmEg,5,0,0
BXRU5LV-zcV5Y1SIIORFtw,3,1,1
1WybxPeEsr3MokuqgB6A4g,5,0,0
qVh9aDryxwpnO8bAd01k9Q,5,1,1
aRxA7-JiWRLIAr5Wqsp14Q,1,1,0
cITSmOuKciaeyIjWEsQKDg,4,6,3
oySgScDBfEyDCmBGvZHpmw,5,0,2
aOoFGylsZo1xBFVn4ao3qA,4,2,0
0jOMOevZr1jc9bLD7nIQVQ,4,1,0
2m3Ci1kr7j6vP79YPXSKUg,2,1,0
sy9pe6rNIh1HTxuFxT1NdQ,1,3,0
cqEdUACftXvgFif_d6Cwsg,5,0,0
bXWGBEBs1oaweAIUtSmfsQ,5,0,0
MACTxZtABH5vh-2P-zl9lg,1,1,0
vjAo32vu1_4HRHYtmJ_bkQ,4,0,0
9IDVe4Fel7jdOo56h28s0w,5,1,0
872I1ZZS3Apw6dTmuwArhA,1,1,1
-Gy4BRt7_RtEXU9ztgpxIA,5,0,0
CV3N7MHbrDITfQmw-IiXQg,4,0,0
TjjlPeWnxrQrC1nsmOc2AA,4,0,0
xOsI8Csyblqw37TM0iUlSQ,5,1,0
tUy6q-WCfcBmaBcje_R2xA,5,1,0
S64iqGu04oKHsTmrWdToDQ,5,0,0
48GYVEr4q6QmVb2kx5LRKA,5,0,1
vXc--rlKRGwxUUpu3-pE9g,4,0,0
oFvUSrrSIRQhkYR7jvxcrA,2,0,0
dSEsjXqhxrEIWqBki3YDVQ,4,3,1
o0Kk9JWNpCIJzoewwglM0w,3,0,0
1B3StTT3s0uSptI4rseu0g,4,1,1
MNzxQSw5V7gVp6rgsrLQNg,5,0,0
08QhVpacwog3laH4PqfPAA,5,5,1
iHEPvJm-tI2pqMXj4waWxw,4,0,0
74jWEkdqetcywGbC0km_nQ,5,1,1
GaSsVmwQ1Sijs7Xy6BU0ZQ,5,2,2
BBvy-i_YzJAtzrWyQdSC7Q,5,0,0
KTCVXpbcEKHj157yK5V06g,5,0,0
pNUqxqNMAH8nrn7SkIAdOg,2,0,0
HrxJX-xgyZisy8V--UrTcQ,1,0,0
4Kfr6R7f6VIG4B_eH40_fQ,4,2,1
iUB3V18g5ZMAXimb-MAPTg,1,0,1
pBeCrLlKRvszVDfbYdpcmw,3,0,0
vIriD-fWObe5kms8J64bkQ,5,1,0
ORPHZcQaFC27WuVTHSm-QQ,4,0,0
LzbXYeU-Xf_frbpuQPbbJQ,1,1,0
ejzJhFenNIW5wOYURaF_XQ,2,0,0
uMk896wmvdUPaf1hIRAYyA,2,0,0
ets3oX0tcts-kevTniTaCg,4,2,0
ikzk7meySSlnoJnzVZEC2Q,3,0,0
ARp7s3MoH6loJlAjzAxQ-g,5,0,0
3KmiBrEVVmPBUXiR2HyW6Q,5,0,0
ZUaNQ6Vf7QvrLzNri-rwMg,3,1,0
FcssIYsHiV9QAllm5sCMeA,4,0,0
C4Ed-NAy5xw3RQNs1HF7FQ,2,0,0
wzw6eueFQWIb6XljnlpeTA,3,0,0
dVVd9OwKPyEhyOdCKjzK7Q,5,0,0
uvYG_OeW1_0q4Xc1sP4yYg,4,2,1
Z24Aze3WQLqpk--s5Cdc-A,5,0,0
DDEGciKvJ8MoeYtSGDJzPw,5,0,0
l-th8Hmk1Bnh4zkKXX5PMw,1,2,0
KnUxHnzgxVA_J3GFfuO_rw,3,0,0
kyCKHqlwngBOEr2felcIjw,5,0,0
63fHCSbJl5GqMPD4gHbOFw,1,1,0
Zy_bVSmdoDL72SOpiEnfdA,4,3,0
4yq3-YlxR9I6lg_eaKMUQQ,3,0,0
qF5aA149FyVKNiq7Fl75dg,5,0,0
Al2iWNkREWSd4vC9bcp3ug,1,0,0
WQSWt5YvzcQb0dHTDUQ_Eg,5,1,0
flshrFLGZG6a_UY1tUaYnQ,4,0,0
IgGLcyyQlkuZktfmza1fpA,2,4,1
mZybaQnVi6KHA_5Px1iE7Q,2,2,0
w9vHt-eRuaz1-GgmfoYtWA,5,3,1
YXQR7Q3e3dq6at68qmQdIQ,4,0,0
GOjOaynOczWC0eEtKMKhGg,5,0,0
rMMAE1DOLnJjuVDHCSdIQQ,1,3,0
RvGOo0eFutPME0SYA_bCEA,4,0,0
xPIXjwtIAqjeAOz0Po3mhQ,4,1,0
-BK-YK8oBR6EPSz3KpzmuA,1,0,0
bLGKzXaQSCjgJyJdzjdlcQ,4,5,5
JbWwZ3-w3KkYybfErbLM6A,5,0,0
PXWgzHo8xH8ZTa2IbVlP5Q,5,0,0
NoauNDt1NL366NS-zbxAbg,5,0,0
QC8WFWSjGFSQXwTeaKavGw,5,0,0
PRZKNyl7ESLk48sB4xulAA,1,0,0
omtt4l3pFdqdujW-Sn-HCQ,1,2,0
MqXXiFFA_ycHSLP4bBRQow,2,0,0
9GvVQZGgQqAwNLmv_0KkRg,3,0,0
0edy7BrLYIAfKjV_HkxiCw,5,0,1
IUm6kQJlgsCcdFOvjwsrZg,4,1,0
6UVD32F23b3-QKwP66oXJQ,5,2,1
1f6QF2088PiKx1MjPCnnWA,2,0,0
O9OPCYwLmaXMaMWqp_GUSA,4,0,0
BJ8FfArlOS4LMMXAqyGU4A,1,0,0
vKK75bzGZhL7RgSTikaAfA,4,1,0
MBCQgDb5gEKBNM1_c3-xTQ,5,1,0
oWvrj7d4yqODepCIrC9RHQ,4,0,0
ql0n7doryyvymHDGb1K_yw,4,0,0
1Sc-TmSvQlHsQMN3xR4JOg,5,1,0
lB1E_nKCIjxUZz-hsX4rjA,3,2,0
vgxrU7JQZ7NuGCr-p6uFJA,3,0,0
dUfPw_hoxMdSnuGRCwY-Pg,4,0,0
xj_GplQwqn5jn3GU5VHtwg,5,1,1
G00tLmmR8NGSxK6QZgcQog,3,0,0
gTvG_-LF_esiDXJT-FSyEg,5,1,0
1QZ2VdDtPzsQqFW9oaIBOw,3,0,0
lRmjq1VrU5i4JTjWo8SlxQ,3,0,0
FPvvZIBNQYJgfZJOv9QKbw,2,0,0
9QWhw49b4ll44lgeJPuFKw,1,0,0
fvVJHzJAO8_5WMZ06HSFTA,5,0,0
4yI3zcrAaG20ayTpOaiCwQ,1,0,0
p3PYY8zNQ40wgWBlFITqwg,2,1,0
hw16xSjc5C8_qNh_iFDjZA,5,0,0
uOY15MV-lGtLAbwiDBY7qQ,5,1,0
hrrMgrPSM-cuVc8inhqGWg,3,0,0
33apLxVPDCZ511e2jweCBg,2,0,0
